"아이디","강의 아이디","강의 카테고리 아이디","강의 카테고리명","강의 명","비용","강의 구분","주차 사용 여부","분반 일련번호","수강신청 상태","강의 시작 일자","등록 일자","수강신청 시작 일자","수료증 로트 명","기관 아이디","기관명","기관 구","X좌표","Y좌표","추천여부","인기여부","신규여부","상태","강의 이미지 파일 경로","수집데이터 아이디","과목 아이디","미리보기 주소","콘텐츠 아이디","회차번호","회차수"
"ASP00001","ASP00001S100120230105197","202601169333472","콘텐츠 제작","인권침해에 관한 규제 법안 심의 사례 - 제작자의 필수조건 제작윤리의 모든 것","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.16","-","","K20241121111112","한국콘텐츠진흥원","전남","35.01969","126.78183","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S100120230105197.png","","S11532","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1027/01.mp4","ASP00001S100120230105197","122282","1"
"ASP00001","ASP00001S100120230105194","202601169333472","콘텐츠 제작","2강 콘텐츠 제작을 위한 다문화 수용성","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.16","-","","K20241121111112","한국콘텐츠진흥원","전남","35.01969","126.78183","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120230105194.png","","S11535","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1024/01.mp4","ASP00001S100120230105194","122279","1"
"ASP00001","ASP00001S100120230105073","202601169333472","콘텐츠 제작","웹툰 프로듀서를 위한 실전 만화기획 - 뚜렷한 주제와 정확한 로그라인 만들기","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.16","-","","K20241121111112","한국콘텐츠진흥원","전남","35.01969","126.78183","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120230105073.png","","S11598","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/887.mp4","ASP00001S100120230105073","122216","1"
"ASP00001","ASP00001S100120230105074","202601169333472","콘텐츠 제작","단편 애니메이션 스토리텔링 - 애니메이션 스토리텔링","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.16","-","","K20241121111112","한국콘텐츠진흥원","전남","35.01969","126.78183","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120230105074.png","","S11597","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/888.mp4","ASP00001S100120230105074","122217","1"
"ASP00001","ASP00001S100120230105203","202601169333472","콘텐츠 제작","공연영상디자인 - 공연영상디자인에 접근하는 방법","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.16","-","","K20241121111112","한국콘텐츠진흥원","전남","35.01969","126.78183","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120230105203.png","","S11588","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/905.mp4","ASP00001S100120230105203","122226","1"
"ASP00001","ASP00001S100120230105210","202601166381796","디지털 업무생산성","Photogrammetry 활용하기 - Reality Capture를 이용한 3D 모델링","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.16","-","","K20241121111112","한국콘텐츠진흥원","전남","35.01969","126.78183","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120230105210.png","","S11581","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/912.mp4","ASP00001S100120230105210","122233","1"
"ASP00001","ASP00001S100120230105209","202601166381796","디지털 업무생산성","Photogrammetry 활용하기 - 준비 가이드","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.16","-","","K20241121111112","한국콘텐츠진흥원","전남","35.01969","126.78183","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120230105209.png","","S11582","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/911.mp4","ASP00001S100120230105209","122232","1"
"ASP00001","ASP00001S100120230105191","202601169333472","콘텐츠 제작","마스크와 레이아웃터 활용 - EDIUS 실무활용을 위한 이펙트 강좌","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.16","-","","K20241121111112","한국콘텐츠진흥원","전남","35.01969","126.78183","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120230105191.png","","S11625","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/852.mp4","ASP00001S100120230105191","122189","1"
"ASP00001","ASP00001S100120230105140","202601164955476","경영/기획","시즌제 드라마 CASE STUDY : 검법남녀 - 이유 있는 시즌 드라마의 성공법칙","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.16","-","","K20241121111112","한국콘텐츠진흥원","전남","35.01969","126.78183","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S100120230105140.png","","S11506","https://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1079/03_01.mp4","ASP00001S100120230105140","122308","1"
"ASP00001","ASP00001S100120230105044","202601169333472","콘텐츠 제작","게임 사운드 단계별 제작 과정 - 게임 사운드 디자인","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.16","-","","K20241121111112","한국콘텐츠진흥원","전남","35.01969","126.78183","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120230105044.png","","S11551","http://edu_kocca.ecn.cdn.infralab.net/kocca/mp4/openclass/1003/01.mp4","ASP00001S100120230105044","122263","1"
"ASP00001","ASP00001S400720230000025","20260116931357","신체건강","[송파구] 워밍업부터 율동 스트레칭까지! 쉽게 따라하는 생활체조","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/thumbnails/ASP00001S400720230000025.png","","S11370","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000025/01.mp4/playlist.m3u8","202212291000171672275617053","120949","1"
"ASP00001","ASP00001S400720230000017","20260116931357","신체건강","[금천구] 누구나 쉽게 따라할 수 있는 어르신 프로그램","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000017.png","","S11362","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000017/01.mp4/playlist.m3u8","202212290916131672272973701","120750","1"
"ASP00001","ASP00001S400720230000008","202601168903809","청소년","[노원구] 생활체육 놀이가 되다! 다양한 놀이체육 활동","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000008.png","","S11353","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000008/01.mp4/playlist.m3u8","202212270916271672100187674","120799","1"
"ASP00001","ASP00001S400720230000007","20260116931357","신체건강","[도봉구] 입문자도 쉽게 배울 수 있는 탁구의 모든 것","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000007.png","","S11352","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000007/01.mp4/playlist.m3u8","202212270906331672099593890","120869","1"
"ASP00001","ASP00001S400720230000023","20260116931357","신체건강","[서초구] 배드민턴? 어렵지 않아요. 배드민턴 초급편","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000023.png","","S11368","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000023/01.mp4/playlist.m3u8","202212290956491672275409079","120942","1"
"ASP00001","ASP00001S400720230000022","20260116931357","신체건강","[서초구] 오늘부터 나도 보디빌더! 보디빌딩 초급편","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000022.png","","S11367","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000022/01.mp4/playlist.m3u8","202212290955071672275307523","120936","1"
"ASP00001","ASP00001S400720230000019","20260116931357","신체건강","[영등포구] 월드컵의 감동을 직접 느끼다! 축구의 모든 것","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000019.png","","S11364","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000019/01.mp4/playlist.m3u8","202212290932161672273936667","120917","1"
"ASP00001","ASP00001S400720230000013","20260116931357","신체건강","[양천구] 인라인 신고 쌩쌩 달려요! 인라인의 기초","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000013.png","","S11358","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000013/01.mp4/playlist.m3u8","202301041019511672795191399","120775","1"
"ASP00001","ASP00001S400720230000020","202601168903809","청소년","[동작구] 유아 시설에서 함께하기 좋은 레크레이션 프로그램","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000020.png","","S11365","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000020/01.mp4/playlist.m3u8","202212290935021672274102390","120813","1"
"ASP00001","ASP00001S400720230000002","20260116931357","신체건강","[광진구] 초보자도 가능한 근력운동 방법","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000002.png","","S11347","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000002/01.mp4/playlist.m3u8","202212281853091672221189596","120832","1"
"ASP00001","ASP00001S400720230000009","20260116931357","신체건강","[은평구] 전신 다이어트에 좋은 서킷 운동","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/thumbnails/ASP00001S400720230000009.png","","S11354","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000009/01.mp4/playlist.m3u8","202301041016521672795012747","120745","1"
"ASP00001","ASP00001S400720230000018","20260116931357","신체건강","[영등포구] 왼손은 거들 뿐! 농구의 모든 것","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000018.png","","S11363","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000018/01.mp4/playlist.m3u8","202212290925421672273542231","120907","1"
"ASP00001","ASP00001S400720230000001","20260116931357","신체건강","[성동구] 음악에 맞춰 운동하는 매트 필라테스 운동","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000001.png","","S11346","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000001/01.mp4/playlist.m3u8","202301041008271672794507547","120838","1"
"ASP00001","ASP00001S400720230000003","202601168903809","청소년","[중랑구] 아이들의 균형 있는 신체 발달을 위한 유아체육 활동","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000003.png","","S11348","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000003/01.mp4/playlist.m3u8","202212281854371672221277860","120765","1"
"ASP00001","ASP00001S400720230000010","20260116931357","신체건강","[은평구] 생활 속에서 실천하는 생활체조","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000010.png","","S11355","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000010/01.mp4/playlist.m3u8","202301041018141672795094959","120760","1"
"ASP00001","ASP00001S400720230000015","20260116931357","신체건강","[강서구] 한국인이라면 꼭 알아야 하는 태권도의 기본","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000015.png","","S11360","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000015/01.mp4/playlist.m3u8","202212271030531672104653514","120885","1"
"ASP00001","ASP00001S400720230000026","20260116931357","신체건강","[강동구] 운동 초보도 걱정 마세요~ 근력운동 및 스트레칭","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000026.png","","S11371","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000026/01.mp4/playlist.m3u8","202212291004561672275896595","120966","1"
"ASP00001","ASP00001S400720230000004","20260116931357","신체건강","[성북구] 집에서도 할 수 있어요! 어르신 홈트레이닝","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000004.png","","S11349","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000004/01.mp4/playlist.m3u8","202301041013271672794807243","120851","1"
"ASP00001","ASP00001S400720230000021","20260116931357","신체건강","[관악구] 직장인도 간단하게 실천할 수 있는 스트레칭 방법","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000021.png","","S11366","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000021/01.mp4/playlist.m3u8","202212290948511672274931817","121497","1"
"ASP00001","ASP00001S400720230000011","20260116931357","신체건강","[서대문구] 이 영상 하나면 당신도 당구 고수가 됩니다!","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000011.png","","S11356","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000011/01.mp4/playlist.m3u8","202212271005021672103102137","120872","1"
"ASP00001","ASP00001S400720230000024","20260116931357","신체건강","[강남구] 어르신부터 직장인 부상자까지! 맞춤 운동 방법","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000024.png","","S11369","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000024/01.mp4/playlist.m3u8","202212290958461672275526195","120822","1"
"ASP00001","ASP00001S400720230000016","20260116931357","신체건강","[구로구] 직접 해보면 더 재미있는 배구의 자세와 기술","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000016.png","","S11361","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000016/01.mp4/playlist.m3u8","202212271032541672104774104","120895","1"
"ASP00001","ASP00001S400720230000012","20260116931357","신체건강","[마포구] 건강증진과 탄력바디를 위한 근력운동 및 유산소 운동","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000012.png","","S11357","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000012/01.mp4/playlist.m3u8","202212271023431672104223189","120784","1"
"ASP00001","ASP00001S400720230000014","20260116931357","신체건강","[양천구] 족구왕이 되기 위한 첫 걸음! 족구 기초 동작","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000014.png","","S11359","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000014/01.mp4/playlist.m3u8","202301041021461672795306352","120880","1"
"ASP00001","ASP00001S400720230000005","20260116931357","신체건강","[성북구] 이 운동이 요즘 하태용! 이색 스포츠 게이트볼","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000005.png","","S11350","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000005/01.mp4/playlist.m3u8","202301041014101672794850406","120854","1"
"ASP00001","ASP00001S400720230000006","20260116931357","신체건강","[강북구] 집에 있는 도구로 할 수 있는 운동","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2023.01.04","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S400720230000006.png","","S11351","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S400720230000006/01.mp4/playlist.m3u8","202212281901261672221686395","120858","1"
"ASP00001","ASP00001S100120220105020","20260116931357","신체건강","[종로구] 생활체육지도자가 알려주는 이색 스포츠 보치아","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.12.29","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/thumbnails/ASP00001S100120220105020.png","","S11189","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S100120220105020/01.mp4/playlist.m3u8","202212261731131672043473675","119142","1"
"ASP00001","ASP00001S100120220105022","20260116931357","신체건강","[중구] 효과 좋은 전신운동으로 건강해지는 어르신 타바타","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.12.29","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S100120220105022.png","","S11191","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S100120220105022/01.mp4/playlist.m3u8","202212261809101672045750202","119150","1"
"ASP00001","ASP00001S100120220105023","202601168903809","청소년","[용산구] 놀이를 통해 운동해 봐요~ 유아체육활동","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.12.29","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S100120220105023.png","","S11192","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S100120220105023/01.mp4/playlist.m3u8","202301051123451672885425920","119154","1"
"ASP00001","ASP00001S100120220105019","20260116931357","신체건강","핫둘핫둘서울 - 스포츠스타와 함께하는 홈 트레이닝","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.12.29","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S100120220105019.png","","S11188","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S100120220105019/01.mp4/playlist.m3u8","202212261719511672042791546","119122","1"
"ASP00001","ASP00001S100120220105021","20260116931357","신체건강","[중구] 신나게 춤추며 다이어트까지! 줌바댄스","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.12.29","-","","S4007","서울특별시 관광체육국 체육정책과","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/thumbnails/ASP00001S100120220105021.png","","S11190","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2023/ASP00001S100120220105021/01.mp4/playlist.m3u8","202212261758221672045102169","119143","1"
"ASP00001","ASP00001S100120220104624","202601168120107","기타 법정의무","2022 협치성북 모니터링 교육","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.12.07","-","","J10032","서울특별시 성북구 행정문화국 자치행정과","성북구","","","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S100120220104624.png","","S11069","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2022/ASP00001S100120220104624/01.mp4/playlist.m3u8","202212071529101670394550768","117248","1"
"ASP00001","ASP00001S100120220104605","202601161492781","아동학대","우리 아이 학대로부터 안녕 지키기(보육교직원편)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.10.25","-","","S4005","서울특별시 여성가족정책실 영유아담당관","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S100120220104605.png","","S11063","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2022/ASP00001S100120220104605/01.mp4/playlist.m3u8","202210251720331666686033726","117224","1"
"ASP00001","ASP00001S100120220104604","20260116448397","부모교육","우리 아이 학대로부터 안녕 지키기(영유아양육자편)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.10.25","-","","S4005","서울특별시 여성가족정책실 영유아담당관","중구","37.5665329","126.9784048","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S100120220104604.png","","S11062","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2022/ASP00001S100120220104604/01.mp4/playlist.m3u8","202210251718251666685905283","117220","1"
"ASP00001","ASP00001S1000320220000012","202601167487055","취업전략","시니어 재취업 자격증 완전정복 - 국민내일배움카드편","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.10.25","-","","S10003","서울시어르신취업지원센터","종로구","37.575981","126.985591","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S1000320220000012.png","","S11061","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2022/ASP00001S1000320220000012/01.mp4/playlist.m3u8","202210251010251666660225289","117219","1"
"ASP00001","ASP00001S1000320220000010","202601167487055","취업전략","시니어 재취업 자격증 완전정복 - 운전 분야편","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.09.19","-","","S10003","서울시어르신취업지원센터","종로구","37.575981","126.985591","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S1000320220000010.jpg","","S11048","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2022/ASP00001S1000320220000010/01.mp4/playlist.m3u8","202209150920551663201255154","117001","1"
"ASP00001","ASP00001S1000320220000011","202601167487055","취업전략","시니어 재취업 자격증 완전정복 - 사무직 분야편","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.09.19","-","","S10003","서울시어르신취업지원센터","종로구","37.575981","126.985591","N","N","N","ING","/upload/course/ASP00001/2026/03/ASP00001S1000320220000011[2].jpg","","S11049","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2022/ASP00001S1000320220000011/01.mp4/playlist.m3u8","202209190911311663546291946","117002","1"
"ASP00001","ASP00001H312320220000002","202601168120107","기타 법정의무","노인일자리 참여자 인권교육","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.08.08","-","","H3123","한국노인인력개발원 교육부","경기도","37.6802867","126.784136","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001H312320220000002.png","","S11040","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2022/ASP00001H312320220000002/01.mp4/playlist.m3u8","202208081613401659942820925","116730","1"
"ASP00001","ASP00001S1003120220000001","202601163261136","취미탐구","자전거 이용자를 위한 자전거 정비교육","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.07.13","-","","S10031","서울특별시 교통실 교통운영관 보행자전거과","중구 ","37.564311","126.97372","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001S1003120220000001.png","","S11013","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2022/ASP00001S1003120220000001/01.mp4/playlist.m3u8","202207111037311657503451737","116099","1"
"ASP00001","ASP00001K148820220000010","202601168120107","기타 법정의무","스마트폰?인터넷 과의존 예방 교육(청소년보호자)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.07.07","-","","K1488","한국지능정보사회진흥원","","","","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001K148820220000010.png","","S11009","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2022/ASP00001K148820220000010/01.mp4/playlist.m3u8","202207071446251657172785355","116071","1"
"ASP00001","ASP00001K148820220000002","202601168120107","기타 법정의무","스마트폰?인터넷 과의존 예방 교육(초등저학년)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.07.07","-","","K1488","한국지능정보사회진흥원","","","","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001K148820220000002.png","","S10473","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2022/ASP00001K148820220000002/01.mp4/playlist.m3u8","202207071436501657172210254","116058","1"
"ASP00001","ASP00001K148820220000004","202601168120107","기타 법정의무","스마트폰?인터넷 과의존 예방 교육(중등)","무료","1","N","01","2026.01.01~2026.12.31","수강신청일로부터30일","2022.07.07","-","","K1488","한국지능정보사회진흥원","","","","N","N","N","ING","/upload/course/ASP00001/2024/thumbnails/ASP00001K148820220000004.png","","S11003","https://cdn.seoul.go.kr:443/mvod/_definst_/mp4:/2022/ASP00001K148820220000004/01.mp4/playlist.m3u8","202207071438571657172337775","116064","1"
