ID,SQ1,SQ2_1,SQ2_2,SQ3,A1,A2,A3_1,A3_2,A3_3,A3_4,A3_5,A4,B1,B2,B3,B3_ETC,B4,B5_1,B5_2,B5_3,B5_4,B6,B7_1,B7_2,B7_3,B8,B8_ETC,C1,C1_ETC,C2,C3,C3_ETC,C4,C4_1,C5_1,C5_2,C5_3,C5_4,C5_ETC,C6_1,C6_2,C7_1,C7_2,C8,C9_1,C9_2,C9_3,C9_4,C10,C10_ETC,D1,D2_1,D2_2,D2_3,D2_ETC,D3,D4,D5_1,D5_2,D5_3,D6,D6_ETC,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_ETC,E2_1,E2_2,E2_3,E2_ETC,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,E3_8,E3_9,E3_10,E3_ETC,E4_1,E4_2,E4_3,E4_4,E4_5,E4_6,E4_7,E4_8,E4_9,E4_ETC,E5,E6_1,E6_2,E6_3,E6_ETC,E7_1,E7_2,E7_3,E8,E8_ETC,F1_1,F1_2,F1_3,F1_4,F1_5,F2,F2_ETC,F3_1,F3_2,F3_ETC,F4,F5,F5_ETC,F6,G1_1,G1_2,G1_3,G1_ETC,G2_1,G2_2,G2_ETC,G3_1,G3_2,G3_3,G3_4,G3_5,G3_6,G3_7,G3_8,G3_9,G4_1,G4_2,G4_3,G4_4,G4_5,G4_6,G4_7,G4_8,G4_9,G4_10,G4_11,G4_12,G4_13,G4_14,G4_15,G5_1,G5_2,G5_3,G5_4,G5_5,G5_6,G5_7,G5_8,G5_9,G5_ETC,G6_1,G6_2,G6_3,G6_4,G6_5,G6_6,G6_ETC,G7_1,G7_2,G7_3,G7_4,G7_5,G8,G8_ETC,G9_1,G9_2,G9_ETC,G10,G11_1,G11_2,G11_3,G11_ETC,G12_1,G12_2,G12_3,G13,G14,H1,H2,H3,H3_ETC,H4,H5_1,H5_2,H6,I1_1,I1_2,I1_3,I1_4,I1_5,I2_1,I2_2,I3_1,I3_2
70896166,2,43,2,23,4,1,,2,3,,,1,5,1,1,,4,,2,3,,5,4,5,4,1,,1,,3,1,,1,2001,50,50,0,0,,43,2,4,5,5,4,4,5,3,2,,6,6,11,9,,1,80,4,5,4,1,,1,,,,5,,,,,6,5,8,,,2,,,,6,,,,,,,,3,,,,,,,,4,4,2,1,,4,3,4,1,,4,5,4,4,5,2,,1,4,,4,2,,4,11,6,8,,7,3,,3,2,4,3,4,2,3,3,2,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,4,,,3,,7,,,3,4,10,8,,4,5,3,4,4,1,3,3,,4,3,4,4,3,4,3,3,4,4,3,8,5
70926362,1,40,2,18,3,1,,,,4,,1,5,1,1,,4,,,,4,2,3,3,4,1,,1,,4,1,,1,2015,60,40,0,0,,5,4,1,3,4,4,5,4,3,2,,5,1,2,9,,2,,5,5,5,2,,1,2,3,,,,,,,5,1,2,,,,,,,,,,,10,,,,,,,,,,,,4,2,4,5,,5,4,3,2,,4,3,4,3,3,3,,4,5,,3,1,,4,13,,,,4,1,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,2,,5,1,,4,,,,,1,1,1,4,4,1,5,1,,2,5,5,4,3,3,3,2,3,5,5,9,8
70964833,1,55,3,25,5,1,1,2,3,,,1,5,1,2,,3,,,,4,4,4,4,3,2,,1,,6,3,,1,1997,80,10,10,0,,45,6,4,4,2,4,4,4,5,3,,3,1,2,7,,2,,4,4,4,3,돈보다 다른 지원으로,1,2,,,,,,,,2,1,9,,,,,,,,,,,10,,,,,,,,,,,,3,3,2,5,,4,4,4,2,,4,4,4,4,4,1,,4,5,,3,1,,4,5,2,1,,3,1,,1,2,1,2,1,1,1,1,1,,,,4,,,,,9,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,3,,1,3,,3,2,3,4,,4,4,4,4,5,1,5,1,,3,5,4,4,1,4,3,3,3,5,5,9,8
70988381,2,50,3,16,1,3,,,,,5,,4,1,1,,2,,,,4,4,4,4,4,3,,2,,2,3,,1,1990,0,0,100,0,,30,0,4,3,3,4,4,4,3,2,,3,2,3,6,,2,,3,4,4,2,,1,2,,,,,,,,3,2,5,,,,,4,,6,,,,,,,2,3,,,,,,,,2,2,5,4,,4,4,4,2,,4,4,4,4,4,5,,1,4,,4,3,,4,1,5,2,,1,2,,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,1,,5,1,,4,,,,,3,3,3,4,4,1,2,1,,2,3,3,4,1,3,3,2,3,4,3,7,6
70996990,2,48,2,8,2,3,,,,,5,,5,1,1,,1,,,3,,5,4,3,4,2,,2,,3,1,,1,2016,5,30,65,0,,48,0,3,2,1,3,4,4,3,3,,8,9,3,5,,2,,4,2,3,2,,1,,3,,,,,,,8,6,3,,,,,,,,,,,10,,,,,,,,,,,,2,2,7,1,,3,2,2,1,,1,1,3,2,2,4,,1,5,,3,1,,4,1,9,6,,1,5,,4,4,4,4,2,2,2,2,1,1,,,,5,6,,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,2,,3,2,,1,9,3,2,,5,5,4,1,3,2,,4,,3,1,1,2,1,1,1,1,1,3,3,0,0
71014591,1,56,3,23,4,1,1,,,,,1,7,1,1,,3,,,3,,4,5,5,5,3,,2,,5,1,,1,1986,100,0,0,0,,18,8,5,1,2,5,5,5,3,3,,8,2,1,4,,2,,5,5,5,2,,1,,,,,,,,,2,1,8,,1,2,,,,,,,,,,1,2,3,,,,,,,,3,1,2,3,,5,5,5,2,,4,4,3,4,4,5,,4,5,,5,1,,5,7,2,1,,1,2,,2,2,3,2,2,2,2,3,2,1,2,3,4,5,6,7,8,9,10,,,,,,,2,3,4,,,,,,,,,,,,6,,,,,,,1,,4,5,,3,2,6,1,,2,2,2,4,4,1,3,1,,2,2,4,4,3,3,3,3,3,4,4,8,8
71028726,2,49,2,13,3,3,,,,,5,,4,3,,,3,,,,4,4,2,2,2,1,,2,,2,1,,2,,,,,,,30,2,3,3,3,3,3,2,3,3,,1,1,2,4,,2,,2,2,2,2,,1,,3,,,,,,,9,6,5,,,,,,,,,,,10,,,,,,,,,,,,3,1,2,5,,2,2,2,2,,3,3,3,3,3,5,,4,5,,3,3,,3,2,7,9,,3,2,,1,1,2,2,1,1,2,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,1,,1,3,,4,,,,,3,3,3,3,2,2,,3,,3,2,2,3,2,1,2,2,2,3,3,5,5
71029577,2,55,3,13,1,3,,,,,5,,7,1,1,,4,,,3,,4,4,4,3,1,,1,,4,1,,1,1980,20,30,50,0,,32,5,3,3,3,3,4,4,3,2,,5,2,3,1,,2,,3,4,4,2,,,2,,,5,,,,,2,8,6,,1,2,,,,,,,,,,,2,,,,,,,,,2,5,1,2,,4,4,4,2,,4,4,4,4,4,5,,1,5,,4,3,,4,1,2,9,,1,4,,1,1,1,2,1,1,1,1,1,1,2,,,,,,,,,,,,,,1,,,4,,6,,,,,1,,,,,,,4,,,,,1,,1,2,,3,1,2,3,,2,4,2,4,4,1,3,2,,2,4,4,4,2,2,3,2,3,4,4,9,9
71075759,1,47,2,11,4,1,1,,3,,,1,5,1,1,,5,,,3,,5,1,1,2,1,,1,,5,1,,1,2007,30,70,0,0,,47,6,4,3,3,1,2,2,1,3,,5,7,2,1,,2,,1,2,1,1,,1,2,,,,,,,,2,1,5,,,,,,,,,,,10,,,,,,,,,,,,4,1,2,3,,3,3,2,2,,4,5,4,4,5,9,,7,,,2,,,4,1,5,8,,6,1,,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,1,,,,,,,4,,,,,1,,7,,,3,2,1,7,,1,2,2,3,1,1,4,3,,2,2,3,2,3,1,5,2,3,4,4,4,2
71076437,1,43,2,5,3,1,,,,4,,1,5,1,1,,3,1,2,,,4,4,4,3,3,,2,,3,2,,1,2014,25,50,0,25,결혼시 신부쪽 자금,43,9,5,1,2,2,4,4,2,2,,4,11,1,7,,1,30,2,3,3,2,,,,,,5,,,,,2,1,6,,,,,,,,,,9,,전세자금대출,,2,,,,,,,,,3,1,2,3,,4,4,3,2,,3,2,3,3,3,9,,5,4,,4,1,,4,2,5,12,코로나 바이러스,1,2,,2,1,3,3,3,1,1,1,1,,2,,4,5,6,,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,2,,3,5,,3,2,1,3,,2,2,2,3,4,2,,8,,2,2,2,4,1,1,1,1,1,4,4,6,6
71077902,2,52,3,13,4,1,1,,3,,,1,5,1,2,,4,1,2,3,,4,4,4,5,3,,1,,5,1,,1,1985,40,50,10,0,,34,6,5,4,3,4,5,5,4,2,,5,7,2,1,,1,30,4,5,5,2,,1,2,3,,,,,,,2,5,4,,,,3,,,6,,,,,,,2,,,5,,7,,,,4,3,1,4,,5,5,4,2,,3,3,4,4,3,1,,1,2,,5,1,,4,5,1,2,,1,3,,2,2,2,2,1,2,2,1,1,,2,,,5,,,,,,,,,,,,,,4,5,,,,,,,,3,,,,,,,3,,,2,,2,3,,3,3,7,5,,4,3,4,3,4,1,5,1,,2,3,3,3,2,4,3,3,3,4,4,6,7
71100091,1,47,2,23,4,1,,,3,4,,1,5,1,6,,3,,2,,,4,2,3,3,1,,1,,7,1,,1,1995,50,0,50,0,,42,6,4,4,4,3,4,4,3,1,,8,2,1,3,,1,10,2,3,4,1,,1,2,,,,,,,,5,8,9,,,,,,,,,,,10,,,,,,,,,,,,4,2,3,5,,3,3,4,2,,4,3,3,4,4,1,,4,2,,4,1,,3,13,,,,2,1,,1,1,2,1,1,1,1,1,1,,,,,5,,,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,1,,7,,,3,2,3,10,,2,2,1,4,3,1,3,1,,2,4,3,3,3,3,4,3,3,4,4,8,8
71101573,2,51,3,23,3,1,1,,3,,,1,7,1,1,,3,,,3,,4,2,2,1,1,,1,,6,1,,1,2010,50,50,0,0,,51,0,3,2,4,2,2,4,3,3,,8,6,9,11,,1,30,2,4,3,2,,,2,,,,,,,,7,8,2,,,,,,,,,,,10,,,,,,,,,,,,4,1,3,2,,4,4,3,2,,4,3,4,4,4,7,,7,,,3,4,없음,4,2,6,11,,2,5,,2,1,2,2,2,1,3,1,1,,,,,,,,,,,,,,,15,1,2,,,,,,,,,,,,,,6,,,,,,,1,,7,,,3,3,9,10,,2,2,2,4,3,1,3,3,,2,4,4,3,3,1,3,1,3,4,4,7,7
71116815,1,48,2,13,3,1,,,3,,,1,5,1,1,,4,,,,4,4,4,4,5,2,,2,,4,1,,1,2010,30,0,70,0,,48,6,5,4,2,4,4,4,5,2,,3,7,10,5,,1,40,4,5,5,1,,,2,,,,,,,,1,2,8,,,,,,,,,,,10,,,,,,,,,,,,4,2,1,5,,4,5,5,1,,3,4,3,5,4,1,,2,4,,4,2,,4,5,1,9,,1,2,,4,3,1,4,3,3,1,1,2,1,2,,4,,6,,,9,,11,,,,,,,,,,,,,9,,,,,,,6,,,,,,,2,,1,5,,4,,,,,4,5,5,4,5,2,,5,,1,2,1,4,1,4,3,5,3,2,3,0,1
71187803,1,53,3,12,1,3,,,,,5,,5,1,2,,2,,2,,,4,4,3,2,2,,1,,3,2,,1,2013,100,0,0,0,,53,3,3,2,2,3,4,3,2,3,,1,1,2,5,,1,11,4,3,2,1,,1,,,,,,,,,2,5,8,,,,,,,,,,,10,,,,,,,,,,,,2,2,1,3,,2,3,4,2,,3,4,3,2,3,7,,1,4,,4,1,,4,1,3,7,,7,3,,2,3,2,3,2,3,2,3,2,,,,,,,7,,,,,,,,,,,,,,6,,,,,1,2,,,,,,4,3,,,,1,,1,3,,3,2,4,5,,4,3,2,2,3,2,,8,,2,2,3,4,2,3,4,3,2,2,3,2,1
71195860,1,55,3,12,2,3,,,,,5,,5,1,5,,3,,2,,,4,4,4,3,1,,1,,4,1,,2,,,,,,,50,5,3,3,4,4,4,4,4,3,,2,2,1,9,,1,60,4,5,4,1,,1,,,,,,,,,8,2,5,,,2,,,,6,,8,,,,,,3,,,6,,,,,2,2,1,6,,4,3,3,2,,3,2,3,2,2,3,,4,5,,3,2,,4,1,3,9,,4,6,,2,1,2,2,1,2,1,1,1,,,,,,,,,,,,,,,15,,2,,,,,,,,,,,,,,6,,,,,,,1,,1,3,,4,,,,,4,3,3,2,4,1,3,1,,2,3,3,4,2,2,3,3,3,3,3,4,5
71201098,1,41,2,11,1,3,,,,,5,,1,1,3,,3,,2,3,,4,3,3,3,2,,2,,2,2,,1,2012,0,0,100,0,,30,3,5,4,4,5,5,5,5,3,,1,1,2,4,,1,50,4,5,4,2,,,,,,,,,8,,,,,,,,,,,,,,,10,,,,,,,,,,,,3,1,2,3,,4,3,2,2,,4,3,3,3,4,1,,1,2,,3,3,,3,1,2,3,,1,2,,2,2,2,2,3,2,1,1,2,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,1,,7,,,4,,,,,3,2,4,3,3,2,,1,,3,3,3,3,2,3,3,4,3,4,3,6,6
71239256,2,42,2,13,4,3,,,,,5,,5,1,1,,3,,,,4,4,4,4,3,1,,1,,5,1,,2,,,,,,,40,0,4,3,3,4,4,4,4,2,,4,2,1,4,,2,,4,4,4,2,,,2,,,,,,,,9,8,2,,,,,,,,,,,10,,,,,,,,,,,,3,1,2,3,,4,4,4,2,,3,3,3,3,3,1,,2,5,,4,1,,4,2,7,11,,5,4,,2,2,2,2,2,1,2,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,2,,1,2,,3,2,3,5,,3,4,4,3,4,2,,2,,3,3,3,4,3,4,3,4,4,4,3,8,8
71244183,1,55,3,24,3,1,,2,,,,3,5,1,1,,4,,,,4,2,2,3,4,1,,1,,5,2,,1,1992,0,0,100,0,,16,5,3,5,4,4,4,4,3,1,,7,7,1,4,,2,,2,4,5,2,,1,2,,,,,,,,2,1,8,,,,3,,,,,,,,,,2,,,,,,,,,4,1,7,2,,3,3,3,2,,4,5,5,5,5,9,,7,,,4,1,,4,5,9,6,,3,1,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,1,,7,,,4,,,,,2,2,1,4,4,2,,8,,2,3,3,3,2,2,2,2,2,4,4,8,8
71246071,1,61,4,4,5,1,1,,,,,1,7,1,8,프리랜서,4,,2,,,4,4,4,4,1,,1,,6,1,,1,1985,30,0,70,0,,61,0,2,4,3,4,4,4,4,3,,8,2,7,1,,1,70,4,4,4,2,,1,2,3,4,,,,,,1,2,9,,,,,,,,,,,10,,,,,,,,,,,,4,2,1,3,,4,4,4,2,,3,3,4,4,4,9,,4,5,,5,1,,5,8,7,9,,3,1,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,4,,7,,,4,,,,,2,2,2,4,4,1,3,1,,3,2,2,4,3,2,2,2,3,4,3,7,7
71261523,1,50,3,14,1,2,,,,,5,,5,1,1,,3,,2,,,5,3,3,2,3,,1,,4,2,,1,1999,100,0,0,0,,51,11,1,3,2,3,3,3,4,3,,6,7,2,1,,1,30,1,2,2,2,,1,2,,,,,,,,4,2,1,,,,,,,,,,,10,,,,,,,,,,,,1,5,1,2,,2,2,2,3,일자리,3,3,3,3,3,4,,1,2,,3,1,,1,3,1,2,,2,1,,2,2,2,2,2,2,1,1,1,,,,,5,,,,,,,,,,,,2,,,,,,,,,,,,,,6,,,,,,,5,모르겠다,3,1,,3,5,9,1,,3,3,3,3,2,1,3,1,,2,3,4,3,2,2,2,1,2,3,4,6,5
71276779,1,48,2,11,3,1,,,3,,,1,5,1,1,,4,,,,4,5,4,4,4,1,,1,,4,3,,1,1997,20,0,80,0,,23,1,5,4,2,4,4,4,5,3,,4,1,2,3,,2,,4,4,4,2,,1,2,3,,,,,,,2,5,8,,,2,,,,,,,,,,,2,,,,,,,,,4,1,2,3,,4,4,4,2,,4,4,4,3,4,1,,2,4,,4,1,,5,2,6,7,,3,4,,2,2,1,1,1,1,1,1,1,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,6,,,,,,,1,,1,4,,4,,,,,2,2,2,4,4,2,,1,,3,3,4,4,2,2,2,2,3,4,4,8,8
71310554,2,42,2,14,2,3,,,,,5,,3,1,1,,3,,,,4,2,4,3,4,2,,2,,2,1,,2,,,,,,,42,5,2,1,3,2,3,3,4,3,,3,11,1,4,,2,,4,5,4,2,,1,2,3,,,,,,,2,7,9,,,,,4,,,,,,,,,2,,,,,,,,,4,2,3,1,,3,4,5,2,,2,3,4,4,3,7,,2,4,,4,3,,3,1,9,8,,3,1,,4,1,1,4,1,1,1,1,1,,,,,,,,,,,,,,,15,,,3,,,,,,,,,,,,,6,,,,,,,3,,1,2,,3,2,6,9,,2,2,1,4,3,1,2,2,,2,3,3,4,2,3,3,2,3,4,2,7,7
71355953,1,45,2,21,4,1,,,3,,,1,5,1,1,,4,,,,4,3,4,4,4,1,,1,,5,1,,1,2006,50,40,10,0,,45,7,3,3,3,4,4,4,4,1,,5,8,3,2,,2,,4,4,4,2,,1,2,3,,,,,,,1,2,8,,,,,,,,,,,10,,,,,,,,,,,,4,2,6,5,,4,4,4,2,,4,4,4,4,4,9,,5,4,,4,3,,4,6,10,2,,3,1,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,3,,2,4,,4,,,,,3,3,2,4,4,1,2,1,,2,3,3,3,2,2,2,2,2,3,3,5,5
71382425,2,51,3,20,3,1,1,,,,,1,3,1,6,,2,,,,4,5,4,3,4,3,,2,,3,1,,1,1995,0,0,100,0,,51,5,2,4,3,3,3,3,3,3,,2,2,7,1,,1,50,5,4,2,1,,1,2,,,,,,,,1,8,6,,,,,,,,,,,10,,,,,,,,,,,,3,1,2,6,,4,4,4,1,,3,2,3,4,3,1,,2,3,,3,3,,4,2,1,6,,6,1,,3,2,2,2,2,1,1,1,1,,,,4,5,,,,,,,,,,,,,,,,,7,,,,,,,,,6,,,,,,,3,,3,1,,2,5,9,3,,4,4,4,4,3,1,2,1,,1,2,3,2,3,4,3,4,4,4,5,5,5
71441600,2,49,2,8,1,2,,,,,5,,1,1,4,,3,,,,4,3,2,3,2,1,,2,,2,1,,1,1990,10,20,70,0,,25,5,4,4,4,1,1,2,3,2,,2,2,1,10,,1,80,1,1,3,1,,,,,,,,,8,,,,,,,2,,,,,,,,,,,2,,,,,,,,,3,2,3,1,,2,1,1,1,,3,3,3,3,3,7,,5,2,,4,3,,4,1,2,9,,5,3,,1,1,2,1,1,1,1,1,1,,,,4,,,,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,2,,1,2,,4,,,,,3,4,4,3,3,2,,8,,3,3,3,4,2,3,3,3,3,3,3,5,5
71460806,2,42,2,21,4,1,,,3,,,1,5,3,,,3,,,,4,4,4,3,4,1,,1,,4,3,,1,1996,0,0,100,0,,25,0,3,4,4,4,4,4,4,3,,4,1,2,6,,2,,4,4,4,1,,,2,,,,,,,,1,2,8,,,,,,,,,,,10,,,,,,,,,,,,4,1,2,3,,4,4,4,1,,4,3,4,3,3,1,,4,5,,3,1,,4,2,1,5,,3,5,,1,1,2,2,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,2,,1,3,,3,2,3,9,,3,3,2,3,4,1,5,3,,2,4,4,4,2,3,3,4,3,4,4,7,6
71478272,1,49,2,11,3,1,,,3,,,1,5,1,1,,2,,,3,,4,4,2,3,2,,1,,3,1,,1,2000,50,30,20,0,,49,5,4,4,3,4,3,4,4,3,,4,2,1,7,,1,10,3,4,2,1,,1,2,3,,,,,,,1,2,5,,,2,3,,,,,,,,,,2,,,,,,8,,,3,1,2,3,,3,4,4,2,,4,3,4,4,4,5,,4,5,,3,3,,4,2,1,6,,2,1,,2,1,1,2,2,1,2,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,1,,1,4,,4,,,,,2,3,3,4,3,1,3,3,,3,4,4,2,2,3,3,2,3,4,4,7,6
71491858,1,50,3,19,3,3,,,,,5,,1,1,1,,2,,,,4,3,3,3,2,1,,1,,4,1,,2,,,,,,,41,10,3,3,3,2,2,2,3,3,,4,1,2,3,,2,,3,3,3,2,,1,,,,,,,,,8,9,5,,,,,,,,,,,10,,,,,,,,,,,,3,2,1,5,,3,3,3,2,,3,4,4,3,3,2,,4,5,,3,1,,3,1,11,3,,1,3,,2,2,1,2,1,2,1,2,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,2,,7,,,3,2,1,3,,3,4,4,3,3,2,,8,,3,2,2,4,2,2,3,3,3,4,4,5,3
71530688,1,59,3,11,4,1,,,,4,,1,7,1,2,,1,,,,4,3,2,2,2,3,,1,,5,1,,1,2012,70,0,30,0,,59,7,1,4,3,4,4,4,4,3,,4,2,9,11,,2,,4,3,4,2,,1,,,,5,,,,,2,1,9,,,,,,,,,,,10,,,,,,,,,,,,2,2,3,1,,4,2,3,2,,3,4,3,2,3,5,,4,3,,3,2,,2,1,5,4,,7,3,,2,3,2,3,3,2,2,3,3,,,,,5,,,,,10,,,,,,,,,,,6,,,,,1,,,,,,,4,,,,,1,,3,2,,2,4,7,2,,3,4,4,3,4,1,1,8,,3,3,2,4,3,4,2,3,4,3,2,5,3
71582790,2,52,3,20,4,1,1,,3,,,1,1,3,,,2,,,,4,4,4,4,4,2,,1,,5,1,,1,1992,0,30,70,0,,4,8,4,5,3,4,4,4,4,3,,6,7,2,3,,2,,4,4,4,2,,,,,,,,,8,,,,,,,,,,,,,,,10,,,,,,,,,,,,3,1,5,4,,4,4,4,1,,3,2,3,3,3,1,,5,4,,4,2,,4,9,7,11,,9,,,2,2,2,2,2,2,3,2,1,1,,,,5,,,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,3,,7,,,3,2,1,4,,4,5,4,3,4,1,6,1,,2,2,3,3,2,2,2,2,2,3,3,3,3
71593366,1,58,3,5,5,1,1,,,,,1,5,1,1,,4,,,,4,4,4,4,4,1,,3,,5,6,,2,,,,,,,50,1,3,4,3,5,5,5,5,3,,5,7,8,2,,2,,4,4,4,2,,1,,,,,,,,,2,3,8,,,2,,,,6,7,8,,,,,,,,,,7,,,,2,1,2,6,,5,5,5,1,,4,5,4,4,4,1,,4,1,,4,1,,5,2,7,9,,3,1,,3,2,2,4,1,1,1,1,1,1,2,,,,6,,,,,,,,,,1,2,,,,,,,,,,,,,,6,,,,,,,1,,4,1,,4,,,,,3,3,3,2,5,1,5,1,,1,4,4,4,2,1,3,3,2,5,3,5,3
71606388,1,54,3,23,2,3,,,,,5,,1,1,5,,3,,2,,,4,4,5,4,1,,2,,3,2,,1,2018,0,0,100,0,,54,3,2,2,3,3,4,4,3,3,,2,3,9,1,,1,30,4,3,4,2,,1,,,,,,,,,8,5,10,그냥,,,,,,,,,,10,,,,,,,,,,,,3,2,4,1,,4,3,3,2,,3,3,4,3,3,9,,7,,,3,3,,4,1,11,9,,1,4,,2,1,2,2,1,1,2,1,1,,,,,,,,,,,11,,,,,,2,,,,,,,,,,,,,,6,,,,,,,1,,7,,,4,,,,,2,3,3,3,4,1,5,1,,3,4,4,3,3,2,3,3,3,4,3,5,4
71607207,1,54,3,12,2,1,,,,,5,,5,3,,,5,,,,4,4,5,5,5,1,,1,,3,3,,1,1995,0,80,20,0,,34,8,3,4,3,4,4,4,4,3,,3,1,3,2,,2,,3,5,5,2,,,2,,,,,,,,2,5,7,,,2,,,,6,,,,,,,,,,,,,,9,사업상,4,2,5,1,,4,4,4,2,,3,4,4,3,4,7,,7,,,3,2,,4,11,1,5,,1,3,,1,1,2,1,2,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,1,,7,,,3,1,5,2,,4,2,3,4,4,2,,8,,2,2,3,4,1,3,3,3,3,4,4,6,4
71617979,1,53,3,6,4,1,1,,3,,,1,5,1,2,,3,,2,,,4,3,2,4,2,,1,,4,1,,1,1999,70,20,10,0,,54,2,4,3,4,3,3,4,2,2,,2,3,7,10,,1,20,4,3,2,2,,,,3,,,,,,,3,1,7,,,,3,4,,6,,,,,,,,3,4,,6,,,,,4,3,6,7,,3,4,3,2,,3,4,2,3,4,4,,3,4,,4,2,,3,6,3,9,,5,2,,3,2,3,2,3,2,2,3,2,,,,,5,,,,9,,,,,,,,,3,,,,,,,,,2,,,,,,,4,,,,3,,4,2,,2,3,5,9,,4,3,2,4,3,1,2,2,,4,2,3,4,3,2,4,3,3,4,3,8,5
71631289,2,51,3,17,3,1,1,,,,,3,1,3,,,4,,,,4,3,2,3,3,3,,4,,4,1,,1,1996,100,0,0,0,,17,1,4,3,4,2,3,3,2,3,,3,2,1,3,,2,,4,3,3,2,,,2,,,,6,,,,2,1,5,,,,,,,,,,,10,,,,,,,,,,,,3,3,2,1,,4,3,3,2,,2,3,2,2,3,6,,4,2,,4,2,,4,2,1,9,,5,3,,1,2,1,1,2,2,1,2,1,,,,,,,,,,,,,,,15,,,3,,,,7,,,,1,,3,,,,,2,,3,,,1,,4,1,,4,,,,,2,2,1,4,3,1,3,3,,2,2,3,3,2,3,3,2,2,1,2,5,6
71653171,1,50,3,8,4,1,1,,3,,,1,7,1,1,,4,,,,4,3,4,4,4,3,,1,,5,1,,1,1998,60,30,10,0,,40,6,4,3,4,3,4,4,4,3,,5,2,7,1,,2,,4,4,4,2,,1,2,,,,,,,,2,1,5,,,,,,,,,,,10,,,,,,,,,,,,4,1,2,6,,4,4,4,2,,4,4,4,4,4,7,,4,5,,4,1,,4,1,2,4,,3,5,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,1,,1,3,,4,,,,,1,1,1,4,4,1,1,1,,3,3,3,4,2,3,3,3,3,4,4,8,8
71694623,2,47,2,19,4,3,,,,,5,,5,1,1,,2,,,,4,4,3,3,4,2,,1,,4,1,,1,2012,40,60,0,0,,47,0,4,2,2,4,4,4,4,3,,6,12,1,2,대출이자,2,,4,4,4,2,,1,2,3,,5,,,,,1,2,9,,,2,3,,,,,,,,,,2,,,,6,,,,,2,1,2,6,,4,4,4,2,,3,2,4,2,2,1,,2,4,,4,1,,4,1,2,3,,1,2,,2,2,2,2,2,2,2,3,2,1,2,3,4,5,6,,,9,,,,,,,,,,,5,6,,,,,1,,,,,,,4,,,,,1,,3,4,,3,2,5,9,,4,4,4,2,4,1,3,1,,2,2,3,3,2,3,2,2,2,2,4,2,2
71699394,1,61,4,21,1,3,,,,,5,,5,3,,,3,,,,4,5,4,4,3,3,,3,,2,3,,1,1985,0,0,100,0,,42,0,4,5,3,4,3,3,3,3,,1,2,1,11,,1,80,3,3,3,2,,,,,,,,,8,,,,,,,,,,,,,,,10,,,,,,,,,,,,3,3,1,2,,4,3,3,2,,3,2,3,3,3,7,,1,5,,4,1,,3,1,5,7,,5,3,,4,4,3,3,3,4,3,3,4,1,2,,4,5,6,7,,,,11,,,,,,,,,,,,,9,,,,,,,6,,,,,,,1,,1,3,,2,5,4,1,,4,3,3,3,4,2,,8,,1,1,1,2,2,3,3,4,3,3,3,1,1
