ID,SQ1,SQ2_1,SQ2_2,SQ3,A1,A2,A3_1,A3_2,A3_3,A3_4,A3_5,A4,B1,B2,B3,B3_ETC,B4,B5_1,B5_2,B5_3,B5_4,B6,B7_1,B7_2,B7_3,B8,B8_ETC,C1,C1_ETC,C2,C3,C3_ETC,C4,C4_1,C5_1,C5_2,C5_3,C5_4,C5_ETC,C6_1,C6_2,C7_1,C7_2,C8,C9_1,C9_2,C9_3,C9_4,C10,C10_ETC,D1,D2_1,D2_2,D2_3,D2_ETC,D3,D4,D5_1,D5_2,D5_3,D6,D6_ETC,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_ETC,E2_1,E2_2,E2_3,E2_ETC,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,E3_8,E3_9,E3_10,E3_ETC,E4_1,E4_2,E4_3,E4_4,E4_5,E4_6,E4_7,E4_8,E4_9,E4_ETC,E5,E6_1,E6_2,E6_3,E6_ETC,E7_1,E7_2,E7_3,E8,E8_ETC,F1_1,F1_2,F1_3,F1_4,F1_5,F2,F2_ETC,F3_1,F3_2,F3_ETC,F4,F5,F5_ETC,F6,G1_1,G1_2,G1_3,G1_ETC,G2_1,G2_2,G2_ETC,G3_1,G3_2,G3_3,G3_4,G3_5,G3_6,G3_7,G3_8,G3_9,G4_1,G4_2,G4_3,G4_4,G4_5,G4_6,G4_7,G4_8,G4_9,G4_10,G4_11,G4_12,G4_13,G4_14,G4_15,G5_1,G5_2,G5_3,G5_4,G5_5,G5_6,G5_7,G5_8,G5_9,G5_ETC,G6_1,G6_2,G6_3,G6_4,G6_5,G6_6,G6_ETC,G7_1,G7_2,G7_3,G7_4,G7_5,G8,G8_ETC,G9_1,G9_2,G9_ETC,G10,G11_1,G11_2,G11_3,G11_ETC,G12_1,G12_2,G12_3,G13,G14,H1,H2,H3,H3_ETC,H4,H5_1,H5_2,H6,I1_1,I1_2,I1_3,I1_4,I1_5,I2_1,I2_2,I3_1,I3_2
71713633,1,51,3,25,5,1,,,3,,,1,5,1,1,,4,,,,4,3,3,2,4,1,,3,,3,1,,2,,,,,,,30,0,2,4,3,3,4,4,2,2,,5,1,7,2,,2,,3,3,4,1,,1,,,,,,,,,8,3,6,,,,,,,,,,,10,,,,,,,,,,,,3,1,2,5,,4,4,4,2,,4,3,4,4,4,1,,7,,,3,3,,3,1,2,11,,1,5,,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,2,,4,5,,4,,,,,1,2,2,4,4,1,3,1,,2,3,3,4,3,3,3,3,3,3,4,7,5
71725056,2,44,2,22,4,3,,,,,5,,5,1,1,,3,,,,4,4,2,2,2,3,,1,,5,1,,2,,,,,,,31,0,4,2,3,4,4,4,4,2,,4,1,11,4,,1,40,3,3,3,2,,1,2,,,,,,,,9,8,7,,,,,,,,,,,10,,,,,,,,,,,,3,1,2,7,,4,4,4,2,,3,3,3,3,3,7,,5,2,,3,1,,4,2,1,7,,9,,,3,1,2,2,2,1,2,2,2,,,,,,6,,,,,,,,,,,2,,,,,,,,,,,,,,6,,,,,,,3,,1,3,,4,,,,,3,3,3,2,4,1,5,1,,3,3,3,4,1,1,2,2,2,3,3,4,4
71743575,1,53,3,22,4,1,,,3,,,1,5,1,1,,4,,,,4,3,4,4,4,1,,1,,5,1,,1,2004,50,0,50,0,,53,1,2,4,4,4,5,4,4,1,,8,1,7,3,,2,,3,4,4,1,,1,2,3,,,,,,,2,8,5,,,2,,,,,,,,,,,,3,,,,,,,,5,1,2,3,,4,3,4,2,,4,3,4,4,4,1,,4,5,,4,1,,4,2,7,1,,1,3,,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,1,,1,2,,4,,,,,1,1,2,4,3,1,5,1,,3,4,4,3,3,3,3,2,3,4,4,8,8
71756186,2,50,3,17,3,1,,,3,,,1,3,1,5,,4,,2,,,4,4,3,4,1,,1,,5,1,,1,2000,20,80,0,0,,32,8,2,1,4,4,5,5,5,3,,5,12,7,1,주택대출이자,1,20,4,4,4,1,,1,2,,,,,,,,2,1,3,,,,3,,,,,,,,,,2,,,,,,,,,4,1,3,2,,5,5,4,2,,3,4,4,3,3,7,,4,5,,4,1,,4,6,11,9,,1,4,,2,2,1,2,2,2,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,6,,,,,,,2,,1,3,,3,3,6,10,,2,3,3,2,4,1,2,1,,2,3,3,4,2,3,3,3,3,3,3,6,6
71759022,2,55,3,3,2,3,,,,,5,,5,3,,,3,,,,4,4,3,3,3,1,,2,,3,1,,2,,,,,,,55,5,3,3,3,3,3,3,3,2,,1,1,3,9,,2,,3,3,3,2,,,,,,,,,8,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,7,2,6,,3,3,3,2,,3,3,3,2,3,4,,4,5,,3,1,,4,1,12,9,치매어머니돌봄,9,,,4,4,4,4,3,3,2,2,3,1,,3,,5,6,7,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,2,,1,2,,3,2,7,9,,4,3,3,2,3,2,,8,,2,1,2,3,3,3,3,3,3,3,3,3,3
71765745,1,48,2,14,2,1,,,,,5,,7,1,1,,5,,,,4,4,1,1,1,1,,2,,3,3,,1,2018,100,0,0,0,,31,3,2,2,4,4,4,4,2,3,,5,1,4,11,,2,,1,3,3,1,,,2,,,,,,,,5,7,8,,,,,,,,,,,10,,,,,,,,,,,,4,1,2,5,,4,1,1,2,,4,2,4,4,3,1,,2,4,,3,3,,2,2,11,1,,9,,,2,1,2,2,1,1,1,1,1,,,,,,,,,,,11,,,,,,,,,,,,,9,,,,,,,6,,,,,,,1,,1,5,,4,,,,,3,2,3,3,3,2,,1,,3,3,3,4,1,1,2,1,2,4,4,5,5
71807637,2,60,4,6,4,1,1,,,,,1,1,3,,,2,,,,4,5,2,3,3,1,,3,,6,1,,2,,,,,,,60,9,1,4,3,2,4,4,4,3,,5,1,7,8,,2,,3,3,3,1,,1,,,,,,,,,5,9,8,,,2,,,,,,,,,,,,,,,,7,,,,5,2,1,3,,2,2,2,2,,4,4,5,4,4,2,,4,5,,2,,,3,1,9,11,,1,2,,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,3,,5,6,상담자와 대면하는게 부담 스럽다,3,1,3,10,,2,3,2,3,4,1,3,4,,2,3,2,4,2,4,4,3,2,3,4,8,8
71816159,2,49,2,13,3,3,,,,,5,,5,2,1,,3,,2,3,,4,3,3,3,2,,2,,7,1,,2,,,,,,,50,3,4,4,3,3,3,3,3,3,,4,10,9,5,,1,60,3,3,3,2,,1,2,3,,5,,,,,2,1,9,,,,,,,,,,,10,,,,,,,,,,,,4,1,2,3,,3,3,3,2,,4,3,4,3,3,1,,2,5,,3,1,,4,1,2,11,,3,4,,1,1,1,2,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,2,,3,1,,3,11,5,9,소득 감소,2,2,2,4,3,1,5,1,,2,4,4,3,1,2,3,4,3,4,4,8,7
71832025,1,59,3,11,4,1,,2,,,,1,7,1,1,,4,,,,4,4,4,4,4,2,,1,,6,1,,1,1988,50,30,20,0,,40,0,4,2,2,4,4,4,4,3,,7,2,9,3,,2,,4,4,4,2,,,2,,,,,,,,2,3,9,,,,,,,,,,,10,,,,,,,,,,,,3,1,2,3,,4,4,4,2,,4,3,4,4,4,2,,4,5,,4,1,,4,2,6,9,,2,3,,2,3,3,3,2,3,2,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,2,,1,2,,3,3,8,9,,4,2,3,2,4,1,3,3,,2,4,3,4,4,4,3,4,4,4,4,6,6
71832657,2,43,2,20,4,3,,,,,5,,5,2,1,,3,,,,4,4,3,3,3,3,,2,,4,1,,2,,,,,,,44,0,3,3,3,3,3,3,3,1,,4,2,4,1,,2,,3,3,3,2,,1,,,,,,,,,8,9,2,,,,,,,,,,,10,,,,,,,,,,,,3,1,2,5,,3,3,3,1,,3,3,3,3,3,4,,4,5,,3,2,,3,1,2,9,,1,3,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,1,,1,4,,4,,,,,3,3,3,3,3,1,2,8,,3,3,3,3,3,3,3,3,3,3,3,5,5
71948194,2,52,3,7,4,1,,2,,,,1,4,3,,,1,,2,,,5,4,3,4,1,,1,,3,5,SH전세,1,1990,20,80,0,0,,35,8,5,1,1,5,5,5,5,3,,2,2,4,8,,2,,4,4,4,3,다수의 청년을 대상으로 차등지원하여 조금이라도 편차를 줄여 빈부의격차를 해소할수 있으면 좋겠다,1,,,,,,,,,2,1,8,,,,,,,,,8,,,,,2,3,4,,6,,,,,1,3,2,6,,4,3,3,2,,2,2,3,2,2,6,,1,2,,5,1,,5,1,5,9,,4,8,수다,2,2,2,2,2,2,2,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,9,,,2,,,,,,,1,,,,3,,1,3,,2,1,2,9,,3,3,4,3,4,2,,1,,2,3,3,4,3,3,3,4,4,4,4,6,6
71955683,1,63,4,5,4,1,,,3,,,1,7,3,,,3,,,,4,3,2,2,2,1,,1,,5,1,,1,1976,100,0,0,0,,44,6,3,3,3,3,3,3,3,2,,5,13,,,,2,,2,2,2,3,노력하는 사람에게 인센티브를,1,,,,,,,,,2,1,8,,,,,,,,,,,10,,,,,,,,,,,,3,2,1,5,,3,3,3,2,,3,3,3,3,3,7,,5,4,,3,1,,4,9,11,1,,1,7,,2,2,2,2,2,3,2,3,3,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,2,,1,2,,4,,,,,3,3,3,2,3,2,,8,,2,2,2,4,2,1,4,1,1,3,3,5,5
71972587,1,49,2,6,3,1,1,,,,,1,5,1,3,,4,,2,,,4,4,4,3,1,,2,,4,1,,1,1997,20,50,30,0,,30,0,4,2,3,4,4,4,4,3,,5,2,1,7,,1,50,4,4,3,1,,1,2,,,,,,,,2,1,9,,,,3,,,,,,,,,,2,,,,,,,,,3,1,2,3,,4,3,3,2,,2,2,4,3,3,1,,2,1,,4,1,,5,1,5,9,,1,2,,2,2,2,3,2,3,2,2,1,,,,,,6,,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,2,,1,2,,4,,,,,2,2,3,3,4,1,3,3,,3,4,3,4,3,2,2,3,2,4,4,7,8
72011636,2,44,2,15,4,1,1,,3,,,1,7,1,2,,4,,,,4,3,4,3,2,1,,1,,5,1,,1,1999,100,0,0,0,,10,2,3,4,3,3,4,4,3,2,,8,1,7,8,,2,,3,2,2,1,,1,2,3,,,,,,,5,8,9,,,2,3,,,6,7,,,,,,,,,,6,,,,,2,1,2,3,,4,3,3,1,,3,4,4,2,3,2,,7,,,2,,,2,11,10,9,,3,2,,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,1,,7,,,3,2,3,4,,2,2,2,4,3,1,5,1,,2,3,3,3,2,2,2,2,2,4,4,7,7
72016490,2,50,3,16,2,3,,,,,5,,5,1,1,,4,,,,4,2,2,2,2,1,,1,,7,1,,2,,,,,,,51,0,2,4,3,4,4,4,2,3,,4,3,1,8,,2,,2,2,2,1,,1,2,,,,,,,,9,5,8,,,,,,,,,,,10,,,,,,,,,,,,4,1,2,3,,3,4,3,2,,4,3,4,3,4,7,,7,,,2,,,4,2,11,6,,9,,,1,1,2,2,1,1,1,1,1,,,,,5,,,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,1,,7,,,3,3,9,4,,2,2,2,4,2,1,3,1,,3,4,3,4,2,2,2,2,2,4,3,8,8
72112589,1,52,3,5,4,1,1,,3,,,1,7,1,1,,2,1,2,3,,5,4,4,5,1,,2,,4,1,,1,1996,20,40,40,0,,52,8,4,4,2,4,4,4,4,3,,8,2,1,4,,1,20,4,4,4,2,,1,2,,,,,,,,2,1,5,,,2,3,4,,6,7,,,,,,2,,,5,6,,8,,,1,2,3,1,,4,4,4,1,,3,3,3,3,2,1,,2,5,,5,1,,4,1,9,6,,5,4,,2,2,2,3,3,3,3,3,3,1,,,,5,,,,,,,,,,,1,2,3,4,,,,,,,,,3,,,,,,,4,,,3,,4,5,,3,2,1,5,,3,4,4,2,4,1,2,3,,1,2,2,2,1,3,3,3,2,5,4,3,3
72121956,2,58,3,13,5,1,1,,,,,1,1,3,,,3,,,3,,3,3,4,4,2,,1,,2,1,,2,,,,,,,20,11,3,4,4,4,4,4,3,3,,2,2,1,4,,2,,5,4,4,2,,,,,,,6,,,,1,5,6,,1,,,4,,,,,,,,,,3,4,,,,,,,4,1,2,3,,4,3,3,2,,3,4,3,2,2,5,,2,1,,4,2,,4,3,1,9,,3,1,,1,1,1,3,3,3,3,1,1,,2,,,,,,,9,,,,,,,1,,3,,,,,,,,,2,,4,,,,,2,,3,,3,,4,5,,3,5,3,9,,3,4,4,3,3,1,2,3,,4,3,4,3,3,4,3,4,4,3,3,5,4
72143133,1,48,2,10,2,3,,,,,5,,7,1,1,,2,,,,4,3,4,4,3,2,,1,,3,1,,1,2002,80,10,10,0,,48,1,4,4,3,3,3,4,3,1,,4,2,1,8,,2,,3,3,4,2,,1,2,,,,,,,,9,6,2,,,,,,,6,,,,,,,2,3,,,,,,,,3,1,2,3,,3,3,4,2,,3,4,3,3,4,1,,5,2,,3,1,,3,9,1,2,,6,3,,1,2,2,2,2,1,2,1,1,,,,,,6,,,,,,,,,,,2,,4,,,,,,,,,,,,6,,,,,,,1,,1,5,,3,9,2,1,,3,4,3,3,3,1,2,3,,3,3,4,3,3,3,4,3,4,3,4,5,6
72172289,2,43,2,12,2,1,,,,,5,,5,1,4,,2,1,,,,5,4,4,5,1,,1,,3,3,,1,2006,0,0,100,0,,43,0,1,5,4,4,5,5,4,3,,3,1,8,12,보험료,1,50,2,4,4,2,,1,2,,,,,,,,2,9,8,,,,,,,,,,,10,,,,,,,,,,,,4,1,2,6,,5,3,3,2,,3,4,4,2,2,6,,2,4,,4,3,,5,2,7,1,,7,1,,3,1,2,2,3,1,2,1,1,,,,4,,,,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,1,,1,5,,4,,,,,1,3,2,2,4,1,3,3,,2,4,3,4,2,4,2,2,4,4,3,7,7
72236715,1,56,3,19,3,2,,2,,,,1,7,1,1,,1,,2,3,,4,4,4,5,3,,1,,5,1,,1,1992,30,60,10,0,,56,1,4,2,1,5,5,5,5,1,,3,2,7,11,,2,,5,5,5,1,,1,,,,,,,,,1,2,8,,,,,,,,,,,10,,,,,,,,,,,,2,1,3,2,,5,5,5,2,,3,2,4,4,3,1,,4,5,,4,1,,4,9,6,1,,1,6,,1,1,1,2,2,1,1,1,1,,,,,,,,,,,,,,,15,,2,,4,,,7,,,,,,,,,6,,,,,,,2,,5,1,,4,,,,,1,1,1,4,5,2,,5,,4,3,3,5,1,1,2,4,2,4,4,7,8
72322214,1,58,3,1,1,2,1,,,,,2,1,1,6,,4,,,,4,3,4,4,5,3,,3,,3,1,,1,1985,100,0,0,0,,45,8,2,4,4,4,4,5,4,3,,3,1,9,3,,2,,4,5,5,2,,,2,,,,,,,,8,1,6,,,,,,,,,,,10,,,,,,,,,,,,4,1,2,5,,5,5,5,2,,3,3,3,3,4,5,,4,5,,4,1,,5,2,1,11,,2,5,,1,1,1,2,2,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,1,,,,,,,2,,,,,2,,7,,,4,,,,,2,2,2,4,5,1,5,1,,3,4,3,5,3,4,3,3,3,4,4,7,7
72328076,2,50,3,23,2,1,,2,,,,1,5,3,,,4,,,,4,4,3,4,3,3,,1,,4,2,,1,1995,100,0,0,0,,25,4,4,4,2,3,3,4,3,3,,7,2,6,3,,1,70,2,2,3,3,돈이 아닌 환경을 제공,1,2,3,,,,,,,1,8,9,,,,,,,,,,,10,,,,,,,,,,,,3,2,5,6,,4,3,3,2,,3,2,4,3,3,7,,2,4,,4,3,,4,1,9,6,,6,3,,2,2,2,2,1,1,1,1,1,1,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,6,,,,,,,1,,3,1,,3,2,9,6,,2,3,3,3,3,1,3,3,,2,3,3,3,2,2,2,2,3,4,4,8,7
72374440,2,58,3,12,4,1,1,,,,,1,7,3,,,1,,,,4,5,3,3,3,2,,1,,7,1,,2,,,,,,,30,2,5,1,1,3,3,3,2,3,,6,2,1,4,,1,50,3,3,3,2,,1,,,,,,,,,1,5,8,,,,,,,,,,,10,,,,,,,,,,,,1,1,5,2,,3,2,3,2,,3,3,3,3,2,4,,1,5,,3,1,,3,1,6,9,,1,3,,1,2,3,3,1,1,1,1,2,1,2,,4,,6,,,,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,2,,3,4,,2,3,5,10,,3,4,4,2,3,1,1,3,,3,1,1,2,1,2,2,2,1,3,2,5,5
72383545,1,44,2,8,4,3,,,,4,,2,5,1,1,,3,,,3,,3,3,3,3,1,,1,,5,1,,1,2020,50,20,30,0,,35,0,3,3,3,3,3,4,4,2,,5,2,6,1,,1,25,3,4,3,1,,,2,,,,,,,,3,1,5,,,2,,4,,,,,,,,1,,3,,,,,,,,3,2,4,1,,3,4,3,2,,4,3,4,4,4,4,,2,3,,4,2,,3,2,10,8,,3,1,,2,3,3,3,2,2,3,3,2,,,3,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,,3,,,,,2,,2,3,,3,3,1,9,,3,3,4,4,3,1,5,1,,3,3,4,4,3,4,4,3,3,3,3,5,5
72427798,2,64,4,1,2,1,1,,,,,3,5,1,1,,4,,,,4,3,3,4,4,2,,1,,6,1,,1,1986,60,20,20,0,,22,3,4,3,4,4,4,4,5,3,,8,2,1,7,,2,,4,4,4,1,,1,2,,,,,,,,2,1,8,,,2,,,,,,,,,,,2,,,,,,,,,3,3,5,4,,4,4,4,1,,4,4,5,4,4,1,,5,4,,4,1,,4,5,2,8,,3,1,,1,2,2,2,1,2,2,1,1,,,,,,,,,,,,,,,15,1,2,,4,,,,,,,,,,,,6,,,,,,,1,,4,1,,3,1,9,10,,2,2,2,4,4,1,2,3,,3,2,3,4,3,4,4,3,3,4,4,7,7
72438726,2,54,3,24,3,1,,,3,,,1,5,1,1,,4,,,3,,3,4,3,3,2,,1,,6,2,,1,1990,100,0,0,0,,30,1,4,1,3,4,4,4,3,3,,6,2,6,4,,2,,4,5,4,1,,1,,,,,,,,,10,9,5,미래,,,,,,,,,,10,,,,,,,,,,,,2,1,5,2,,4,4,4,2,,4,2,4,3,3,7,,4,5,,4,1,,5,9,2,5,,5,2,,1,1,1,2,2,1,1,1,1,,,,,,,,,,,,,,,15,1,,,,,,,,,,,,,,,6,,,,,,,1,,7,,,4,,,,,3,3,3,4,4,1,10,1,,3,4,4,5,3,3,3,3,3,4,4,7,7
72509630,1,43,2,23,4,1,,,3,,,1,7,1,1,,3,,,,4,2,1,4,3,1,,1,,5,2,,1,2007,100,0,0,0,,43,2,4,4,2,4,4,4,4,3,,8,2,7,4,,2,,4,4,4,1,,1,2,,,,,,,,5,8,9,,,2,,,,6,7,,,,,,,,,,,,8,,,2,3,1,6,,4,4,4,2,,5,2,5,3,3,1,,2,5,,2,,,5,2,10,7,,1,4,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,1,,4,5,,4,,,,,1,2,2,4,4,1,2,1,,3,4,4,3,1,2,3,2,2,4,4,8,8
72529540,2,47,2,12,2,1,,,,,5,,1,1,1,,3,,,,4,5,5,5,5,1,,1,,3,3,,1,1991,80,0,20,0,,16,4,5,1,3,4,4,4,4,3,,2,2,1,3,,2,,4,4,4,1,,1,,,,,,,,,2,1,9,,,,,,,,,,,10,,,,,,,,,,,,2,3,2,1,,4,4,4,2,,3,4,4,3,3,1,,4,1,,3,3,,5,5,2,1,,9,,,2,1,2,2,1,1,1,1,1,,,,,,6,,,,,,,,,,1,,3,,,,,,,,,,,,,6,,,,,,,2,,2,1,,4,,,,,4,3,4,3,5,1,2,8,,3,2,2,4,2,3,2,4,3,4,4,5,4
72556699,2,43,2,8,4,1,,,3,,,1,5,1,1,,3,,2,,,4,4,3,4,2,,1,,5,2,,1,1999,50,20,20,10,저축,20,11,4,4,3,4,5,4,3,2,,3,2,1,4,,1,10,5,4,4,2,,1,2,3,,,,,,,2,5,6,,,2,,,,,,,,,,,2,,,5,,,,,,3,1,2,4,,5,4,4,1,,4,4,3,4,4,1,,2,3,,4,1,,4,2,1,5,,2,3,,3,1,2,1,2,3,1,1,1,1,2,,,,6,,,,,,,,,,1,2,3,,,,,,,,,,,,,6,,,,,,,1,,1,4,,3,2,4,1,,2,2,1,3,3,1,3,3,,3,4,4,4,2,3,3,4,3,4,4,7,8
72566639,1,54,3,8,2,1,,,,,5,,7,1,2,,3,,,,4,3,4,4,4,1,,1,,5,1,,1,1986,100,0,0,0,,54,1,3,3,3,4,4,4,4,2,,6,13,,,,2,,3,4,4,2,,1,2,,,,,,,,9,7,8,,,,,,,,,,,10,,,,,,,,,,,,4,1,2,6,,4,4,4,2,,3,3,3,3,3,7,,7,,,3,3,,4,13,,,,9,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,1,,7,,,4,,,,,1,1,1,3,4,2,,1,,2,3,3,3,3,2,2,4,3,3,3,6,6
72576880,2,42,2,8,3,3,,,,,5,,1,3,,,2,,,,4,4,4,4,4,2,,3,,4,1,,2,,,,,,,42,6,2,3,3,3,4,4,4,3,,1,6,9,3,,1,25,3,3,4,2,,,,,,,,,8,,,,,,,,,,,,,,,10,,,,,,,,,,,,2,2,4,1,,4,3,4,1,,2,2,3,2,3,7,,1,4,,4,1,,3,1,3,9,,2,5,,2,1,4,2,1,2,1,1,1,,,,,,,,,9,,,,,,,,,,,,,,,9,,,,,,,6,,,,,,,1,,1,2,,3,2,9,6,,2,3,2,3,4,2,,3,,3,2,2,4,2,4,3,2,4,4,4,5,3
72594267,2,51,3,23,3,1,1,2,,,,1,2,1,4,,4,,,3,,4,4,4,5,1,,2,,5,1,,1,1998,50,20,30,0,,19,3,4,3,4,4,5,4,3,3,,4,2,1,3,,2,,4,5,4,2,,1,2,3,,,,,,,2,3,5,,1,2,3,,,,,,,,,,2,3,,5,,,,,,4,2,1,3,,4,5,4,1,,4,3,3,3,4,3,,2,1,,4,1,,4,1,3,4,,3,1,,3,2,3,3,4,3,2,2,3,,2,,4,5,,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,4,,,,1,,2,3,,3,2,3,5,,4,4,3,4,3,1,1,3,,4,3,4,4,3,4,3,3,4,3,4,7,5
72599977,2,51,3,17,2,1,,,,,5,,5,1,1,,2,1,,,,4,3,3,3,1,,2,,2,2,,1,2005,100,0,0,0,,15,8,4,2,2,3,3,3,3,2,,3,1,2,8,,1,50,3,3,3,1,,1,2,,,,,,,,1,2,6,,,,,,,,,,,10,,,,,,,,,,,,3,1,2,3,,3,3,3,1,,4,3,4,3,3,1,,2,1,,4,3,,4,1,5,3,,3,5,,2,2,3,3,2,1,1,1,1,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,6,,,,,,,3,,1,2,,3,1,5,6,,3,3,3,3,3,1,3,8,,2,3,3,3,2,3,3,2,3,4,4,6,6
72618698,2,64,4,24,3,1,1,,,,,1,5,3,,,4,1,,,,4,4,4,4,2,,1,,6,1,,1,1980,50,20,20,10,상속,40,6,5,5,2,5,5,5,5,3,,6,7,2,1,,1,30,5,5,5,1,,1,2,3,,5,,,,,2,1,5,,,2,3,,,6,,,,,,1,2,3,,,,,,,,2,1,2,3,,5,5,5,1,,4,4,4,4,4,1,,1,2,,4,3,,4,1,9,11,,1,3,,1,1,1,2,2,1,2,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,2,,7,,,4,,,,,2,2,2,3,4,1,5,1,,1,3,3,4,2,3,3,4,3,4,4,6,6
72621549,2,44,2,24,3,1,,,3,,,1,5,1,1,,4,,2,3,,4,4,4,3,1,,1,,6,1,,1,1990,60,30,10,0,,44,0,3,3,4,4,3,3,3,2,,7,3,1,2,,1,20,4,4,3,2,,1,2,3,,,,,,,1,2,5,,,2,,,,6,,,,,,,2,,,5,,,,,,2,2,3,1,,3,2,2,2,,3,3,4,4,4,5,,1,2,,4,2,,3,1,4,7,,3,1,,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,9,,,,,,,6,,,,,,,1,,7,,,3,1,2,6,,2,3,3,4,4,1,4,1,,2,3,2,3,2,2,2,2,2,3,4,7,6
72661588,1,63,4,17,3,1,1,,,,,1,2,1,1,,3,,2,3,,4,3,4,2,2,,1,,3,1,,1,1990,60,30,10,0,,55,3,3,4,3,3,3,4,2,2,,3,3,2,4,,1,20,3,2,2,2,,,2,,,,,,,,2,3,5,,,,3,,,,,,,,,,,3,4,,,,,,,2,3,2,5,,2,3,3,2,,3,2,2,2,3,3,,2,1,,3,2,,4,3,2,6,,3,2,,2,3,3,2,2,2,3,3,2,,,,4,,6,,,,,,,,,,,2,,4,,,,,,,,2,,,,,,,3,,,,3,,2,3,,3,2,4,7,,2,3,3,3,2,2,,3,,4,4,3,3,3,2,2,3,4,2,3,5,6
72669251,2,57,3,23,5,1,,,3,4,,1,5,1,1,,3,1,2,,,3,5,4,5,2,,1,,5,1,,1,1995,40,30,30,0,,25,2,5,4,3,5,5,5,4,1,,7,1,7,2,,1,15,5,5,4,2,,1,2,3,,,,,,,2,1,3,,1,,3,,,6,7,,,,,1,2,3,,,,,,,,3,3,2,1,,4,5,5,1,,3,3,5,4,3,1,,2,4,,4,3,,4,1,5,7,,1,3,,2,1,2,2,1,1,1,1,1,,,,,5,,,,,,,,,,,1,2,3,,,,,,,,1,2,,,,,,4,4,,,,2,,3,4,,2,2,4,8,,3,4,4,3,4,1,7,1,,4,5,4,4,3,4,4,3,3,4,5,8,7
72683121,2,62,4,11,3,1,,2,,,,1,5,1,5,,4,1,2,3,,4,5,4,3,3,,3,,4,3,,1,1983,100,0,0,0,,35,3,5,1,2,5,5,5,5,1,,3,2,6,11,,1,20,5,5,5,2,,1,,,,,,,,,1,3,2,,,2,,,,6,,,,,,1,2,,,,,7,,,,2,2,1,5,,5,5,5,1,,3,3,4,3,4,1,,1,5,,4,3,,4,1,5,11,,3,2,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,1,,7,,,4,,,,,3,3,2,5,5,2,,8,,2,4,3,3,3,4,3,3,3,4,4,7,5
72685491,1,45,2,20,3,1,,,3,,,1,5,1,1,,3,,,,4,3,2,1,2,1,,1,,4,1,,1,2005,60,30,10,0,,45,2,5,3,3,3,3,2,2,3,,7,2,1,10,,2,,3,2,2,2,,1,2,3,,,,,,,2,1,5,,,,3,,,,,,,,,,2,,,,,,,,,3,1,2,3,,3,3,3,2,,4,4,3,4,4,1,,4,2,,3,3,,4,1,5,6,,4,3,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,6,,,,,,,3,,5,3,,4,,,,,2,1,1,4,1,1,3,1,,3,3,4,3,2,2,4,3,2,4,3,7,8
