"조서관리코드","프로젝트코드","지자체","조서유형(구분)","이전 조서관리코드","최상위 조서관리코드","대분류","중분류","소분류","위치명","지역명","면적기정","면적증감코드","면적변경","면적변경후","결정고시관리코드"
"11560UTZ202107020001","11560PPL202107020001","영등포구","신설","","","지구단위계획구역","","","문래동1~3가 일대 ","문래동1~3가 지구단위계획구역 ","0","","","185385","11000NTC202108040001"
"11710UTZ202404110004","11710PPL202404110002","송파구","신설","","","특별계획구역","","","가락동 161번지","오금지구중심 지구단위계획구역","0","1","4742.3","4742.3","11710NTC202406180004"
"11000UTZ202012040008","11000PPL202012040006","서울특별시","기정","","","특별계획구역","","","화양동 227번지 일대","","3472.3","","","3472.3","11000NTC202012040006"
"11000UTZ202306290028","11000PPL202306290003","서울특별시","신설","","","특별계획구역","","","잠원동 49-17번지","반포아파트지구 지구단위계획구역","0","1","51917.7","51917.7","11000NTC202310040001"
"11000UTZ201008056004","11000PPL201008055256","서울특별시","신설","","11000UTZ201008056004","지구단위계획구역","","","신정동 1148-4번지 일대","신정재정비촉진지구 존치관리구역","0","1","89794.3","89794.3","11000NTC201008055256"
"11000UTZ200512023569","11000PPL200511109091","서울특별시","신설","","11000UTZ200512023569","특별계획구역","","","송파구 장지동 409-1 일원","","","","","42592","11000NTC200511109091"
"11000UTZ199005284611","11000PPL199005280951","서울특별시","신설","","11000UTZ199005284611","지구단위계획구역","","","양천구 목동신시가지 중심축내 19개블록","목동중심지구 도시설계지구","","","","565985.3","11000NTC199005280951"
"11200UTZ202102020005","11200PPL202102020002","성동구","신설","","","특별계획구역","","","마장동 771-6 외 5개 필지 ","","0","","","3098.8","11200NTC202102020002"
"11000UTZ202012020003","11000PPL202012020004","서울특별시","변경","11000UTZ200205023922","","지구단위계획구역","","","광진구 화양동 6-1호 일대 (지하철 2.7호선 건대입구역 역세권주변)","건대입구역지구 지구단위계획구역","203579","","","171352","11000NTC202012020004"
"11560UTZ202210280001","11560PPL202210280001","영등포구","변경","","","지구단위계획구역","","","영등포구 대림동 990-80번지 일원","대림동 990-80번지 일원 지구단위계획구역","6118","","","6087.6","11560NTC202210280001"
"11000UTZ202012020073","11000PPL202012020029","서울특별시","변경","","","특별계획구역","","","광진구 모진동 199-6번지 일대","","3580","","","3472.3","11000NTC202012020029"
"11000UTZ202006180047","11000PPL201007085142","서울특별시","신설","","11000UTZ202006180047","특별계획구역","","","성북구 동소문동1가 26번지 일대","","0","1","879.5","879.5","11000NTC201007085142"
"11000UTZ201605303341","11000PPL201605047770","서울특별시","폐지","","11000UTZ201605303341","지구단위계획구역","","","","증산3존치정비구역 지구단위계획","112694.3","2","112694.3","","11000NTC201605047770"
"11410UTZ202406050001","11410PPL202406050002","서대문구","신설","","","지구단위계획구역","","","서대문구 충정로3가  281-11번지 일대","충정로1 주택정비형 공공재개발사업 지구단위계획구역","1","1","7522.1","7523.1","11410NTC202412270002"
"11215UTZ202309190011","11215PPL202309190012","광진구","신설","","","특별계획구역","","","화양동 48-3번지 일대","동일로지구 지구단위계획구역","0","1","3644.5","3644.5","11215NTC202309190012"
"11000UTZ200812033739","11000PPL200805291981","서울특별시","신설","","11000UTZ200812033739","특별계획구역","","","온수동 45-5 일원","","","1","18145","18145","11000NTC200805291981"
"11000UTZ202510160011","11000PPL202510160005","서울특별시","신설","","","특별계획구역","","","노원구 상계동 647 일대","상계 1,2단계 택지개발지구 지구단위계획구역","0","1","71718.4","71718.4","11000NTC202510170001"
"11590UTZ200202200001","11590PPL200202202120","동작구","신설","","","지구단위계획구역","","","상도동 182-13번지 일원","상도동 장승배기역세권지구단위계획구역","0","","","68258","11590NTC200202202120"
"11000UTZ201109023993","11000PPL201105066076","서울특별시","신설","","11000UTZ201109023993","특별계획구역","","","서초구 서초동 1363-13 일대","","","1","1838.2","1838.2","11000NTC201105066076"
"11000UTZ202503150002","11000PPL202503150001","서울특별시","변경","","","지구단위계획구역","","","광진구 자양동 8-8 일원","광진구 자양동 8-8일원 공공지원민간임대주택(청년안심주택) 공급촉진지구 지구단위계획구역","2236.9","2","10.9","2226","11000NTC202503150001"
"11000UTZ202503150003","11000PPL202503150002","서울특별시","폐지","11000UTZ202503150002","","지구단위계획구역","","","광진구 자양동 8-8 일원","광진구 자양동 8-8일원 공공지원민간임대주택(청년안심주택) 공급촉진지구 지구단위계획구역","2226","2","2226","0","11000NTC202503150002"
"11000UTZ201511303284","11000PPL201410237313","서울특별시","폐지","11000UTZ200902032523","11000UTZ200902032523","지구단위계획구역","","","성북구 길음동 1135번지 일대","길음1존치관리 지구단위계획구역 ","19023","","19023","0","11000NTC201410237313"
"11000UTZ201511303284","11000PPL201410237313","서울특별시","폐지","11000UTZ200902032523","11000UTZ200902032523","지구단위계획구역","","","성북구 길음동 1135번지 일대","길음1존치관리 지구단위계획구역 ","19023","","19023","0","11000NTC201410237313"
"11000UTZ202203210002","11000PPL202203210001","서울특별시","신설","","","특별계획구역","","","용산구 신계동 3-8번지 일대","","0","","","3698","11000NTC202206290001"
"11000UTZ200811273709","11000PPL200707121250","서울특별시","변경","","11000UTZ200811273709","특별계획구역","","","성동구 성수동1가 685-700번지일대 ","","18580","2","265","18315","11000NTC200707121250"
"11000UTZ200206206112","11000PPL200206202718","서울특별시","신설","","11000UTZ200206206112","특별계획구역","","","","개포택지개발지구 지구단위계획","","","","20876","11000NTC200206202718"
"11000UTZ201203134060","11000PPL201112226350","서울특별시","변경","","11000UTZ201203134060","특별계획구역","","","송파구 문정동 561일원","서울동남권유통단지 지구단위계획구역","41810","2","77.9","41732.1","11000NTC201112226350"
"11000UTZ200601203597","11000PPL200601179549","서울특별시","신설","","11000UTZ200601203597","특별계획구역","","","고덕 1동(단독주택지)","","","","","125632.5","11000NTC200601179549"
"11000UTZ201801163510","11000PPL201711238342","서울특별시","신설","","11000UTZ201801163510","지구단위계획구역","","","동작구 신대방동 355-30 일원","지구단위계획구역","","1","23733","23733","11000NTC201711238342"
"11000UTZ200512053571","11000PPL200511179139","서울특별시","신설","","11000UTZ200512053571","특별계획구역","","","명동 1가 54번지 일대","","","","","1816.5","11000NTC200511179139"
"11680UTZ202006220001","11680PPL202006220001","강남구","변경","","","특별계획구역","","","서울 강남지구내 공동주택용지(A3~A5)및 중학교 용지","","154291","","","154295.4","11000NTC202006220001"
"11200UTZ202102020002","11200PPL202102020002","성동구","신설","","","특별계획구역","","","마장동 765-1 ","","0","","","39567","11200NTC202102020002"
"11290UTZ202304270003","11290PPL202304270004","성북구","신설","","","특별계획구역","","","성북구 종암동 10-15 일대","종암지구중심  지구단위계획구역","0","1","14310","14310","11290NTC202304270001"
"11000UTZ200711213655","11000PPL200612280647","서울특별시","신설","","11000UTZ200711213655","특별계획구역","","","동작구 사당동 147-115번지일대","","","","","4676","11000NTC200612280647"
"11000UTZ202012020005","11000PPL202012020004","서울특별시","신설","","","특별계획구역","","","자양동 1-1일대","","0","","","2690.3","11000NTC202012020004"
"11000UTZ202309270006","11000PPL202309270008","서울특별시","신설","","","특별계획구역","","","역삼동 758일대","역삼?도곡아파트지구 지구단위계획구역","0","1","12263.1","12263.1","11000NTC202309270009"
"11000UTZ202011050001","11000PPL202011050002","서울특별시","신설","","","지구단위계획구역","","","중구 정동, 서소문동,순화동,종로구 신문로1.2가 일대","정동 일대 지구단위계획구역","0","","","508446.3","11350NTC202011050004"
"11000UTZ201706284406","11000PPL200908133715","서울특별시","신설","","11000UTZ201706284406","특별계획구역","","","중랑구 망우동 490-1 일대","","","1","8991.1","8991.1","11000NTC200908133715"
"11260UTZ202503060001","11260PPL202503060003","중랑구","변경","","","지구단위계획구역","","","중랑구 중화동 331-1번지 일대","중화1재정비촉진사업","44725.5","2","170","44555.5","11260NTC202503060004"
"11000UTZ202102230003","11000PPL202102230002","서울특별시","신설","","","지구단위계획구역","","","강동구 길동 367-1번지","강동구 길동 367-1 공공지원민간임대주택(역세권 청년주택) 공급촉진지구 지구단위계획구역","0","","","1541.5","11740NTC202102230002"
"11000UTZ201905210001","11000PPL201905210002","서울특별시","신설","","11000UTZ201905210001","지구단위계획구역","","","영등포구 도림동 250-20번지","역세권 청년주택 지구단위계획구역","680.8","","","680.8","11560NTC201905210002"
"11000UTZ200107106181","11000PPL200107101009","서울특별시","신설","","11000UTZ200107106181","특별계획구역","","","중구 봉래동 2가 122 및 용산구 동자동 43-205 일원","","","1","235000","235000","11000NTC200107101009"
"11000UTZ201708144420","11000PPL201612157963","서울특별시","변경","11000UTZ200107106181","11000UTZ200107106181","특별계획구역","","","중구 봉래동2가 122 및 용산구 동자동 43-205 일원","","235000","2","293.49","234706.51","11000NTC201612157963"
"11000UTZ201708144420","11000PPL201612157963","서울특별시","변경","11000UTZ200107106181","11000UTZ200107106181","특별계획구역","","","중구 봉래동2가 122 및 용산구 동자동 43-205 일원","","235000","2","293.49","234706.51","11000NTC201612157963"
"11230UTZ202304040001","11230PPL202304040003","동대문구","신설","","","지구단위계획구역","","","동대문구 휘경동 43번지 일대","휘경 제5 지구단위계획구역","0","1","49397","49397","11230NTC202304040005"
"11000UTZ200601203588","11000PPL200601179549","서울특별시","신설","","11000UTZ200601203588","특별계획구역","","","신동아아파트 부지","고덕택지지구단위계획구역","","","","39558.8","11000NTC200601179549"
"11545UTZ202403060002","11545PPL202403060028","금천구","신설","","","특별계획구역","","","금천구 독산동 295-10","가산동 237번지 일대 준공업지역 지구단위계획구역","0","1","13245.6","13245.6","11545NTC202403060002"
"11000UTZ202005250004","11000PPL202005250011","서울특별시","신설","","","지구단위계획구역","","","서초구 서초동1005-6번지 일대","서리풀","0","","","160473.4","11000NTC202005250011"
"11000UTZ202106240001","11000PPL202106240002","서울특별시","신설","","","지구단위계획구역","","","성동구 홍익동 150번지 일원 ","성동구 홍익동 150일원  역세권 청년주택  (공공지원민간임대주택)  공급촉진지구 지구단위계획구역 ","0","","","2072.5","11000NTC202204040001"
"11000UTZ202504140005","11000PPL202504140001","서울특별시","폐지","11000UTZ201105303921","","특별계획구역","","","성동구 성수1가1동 72-10 일대","성수전략정비구역 지구단위계획구역","530399","2","530399","0","11000NTC202504140001"
"11000UTZ202504140012","11000PPL202504150001","서울특별시","폐지","11000UTZ202504140005","","특별계획구역","","","성동구 성수1가1동 72-10 일대","성수전략정비구역 지구단위계획구역","530399","2","530399","0","11000NTC202504150001"
"11000UTZ200006281311","11000PPL200006289677","서울특별시","신설","","11000UTZ200006281311","지구단위계획구역","","","서울 서초구 서초동 1498 일대","서초(꽃마을) 도시설계지구","","1","43330","43330","11000NTC200006289677"
"11560UTZ202112140001","11560PPL202112140005","영등포구","신설","","","지구단위계획구역","","","영등포구 신길동 413-8번지 일대","신길동 413-8번지 일대 지구단위계획구역","0","","","75486","11000NTC202112210003"
"11560UTZ202401030001","11560PPL202401030007","영등포구","변경","11560UTZ202112140001","","지구단위계획구역","","","서울시 영등포구 신길동 413-8번지 일대","신길동 413-8번지 일대 지구단위계획구역","75486","1","55.4","75541.4","11560NTC202401030004"
"11650UTZ202209050001","11650PPL202209050005","서초구","신설","","","지구단위계획구역","","","서초구 방배동 975-35일대","방배 제14 주택재건축정비사업","0","","","27482.8","11000NTC202211100001"
"11000UTZ202111030007","11000PPL202111030002","서울특별시","신설","","","특별계획구역","","","가산동 79-2 ","한국수출(서울디지탈)  국가산업단지 지구단위계획구역 ","0","","","6585","11000NTC202111030002"
"11000UTZ199607130747","11000PPL199607136208","서울특별시","신설","","11000UTZ199607130747","지구단위계획구역","","","성북구 동소문6가140일대","동선지구중심 도시설계지구","0","","","189480","11000NTC199607136208"
"11000UTZ200801042350","11000PPL200702150754","서울특별시","변경","11000UTZ199607130747","11000UTZ199607130747","지구단위계획구역","","","성북구 동선동1가 71번지 일대","동선지구중심 지구단위계획구역","189480","","","189529","11000NTC200702150754"
"11000UTZ200801042350","11000PPL200702150754","서울특별시","변경","11000UTZ199607130747","11000UTZ199607130747","지구단위계획구역","","","성북구 동선동1가 71번지 일대","동선지구중심 지구단위계획구역","189480","","","189529","11000NTC200702150754"
"11000UTZ200005311347","11000PPL200005319595","서울특별시","신설","","11000UTZ200005311347","지구단위계획구역","","","광장동 한강변(폭 12m기준)","","","","","","11000NTC200005319595"
"11000UTZ200207254023","11000PPL200207252923","서울특별시","실효","11000UTZ200005311347","11000UTZ200005311347","지구단위계획구역","","","광장동한강변주변( 폭12m 기준)","광장동한강변지구","9290","","","0","11000NTC200207252923"
"11000UTZ200207254023","11000PPL200207252923","서울특별시","실효","11000UTZ200005311347","11000UTZ200005311347","지구단위계획구역","","","광장동한강변주변( 폭12m 기준)","광장동한강변지구","9290","","","0","11000NTC200207252923"
"11000UTZ200206246081","11000PPL200206242746","서울특별시","신설","","11000UTZ200206246081","특별계획구역","","","자양동 507-6번지 일대","","","","","5368","11000NTC200206242746"
"11000UTZ201602043311","11000PPL201512317690","서울특별시","신설","","11000UTZ201602043311","지구단위계획구역","","","종로구 부암동 100번지 일대","부암1취락지구 지구단위계획","","1","12303","12303","11000NTC201512317690"
"11000UTZ202011081126","11000PPL200707051204","서울특별시","변경","","11000UTZ202011081126","특별계획구역","","","전농동 26-11번지 일대","","","","","5909","11000NTC200707051204"
"11000UTZ202011100005","11000PPL202011100003","서울특별시","신설","","","특별계획구역","","","면목동 473-8일대","","0","","","2686.6","11000NTC202011100003"
"11000UTZ200011161202","11000PPL200011169999","서울특별시","변경","11000UTZ200006281311","11000UTZ200006281311","지구단위계획구역","","","서초구 서초동 1498 일대","서초(꽃마을) 도시설계지구","43330","2","570","42760","11000NTC200011169999"
"11000UTZ200011161202","11000PPL200011169999","서울특별시","변경","11000UTZ200006281311","11000UTZ200006281311","지구단위계획구역","","","서초구 서초동 1498 일대","서초(꽃마을) 도시설계지구","43330","2","570","42760","11000NTC200011169999"
"11000UTZ200512023568","11000PPL200511109091","서울특별시","신설","","11000UTZ200512023568","특별계획구역","","","송파구 장지동 233 일원","","","","","13303","11000NTC200511109091"
"11000UTZ201203080006","11000PPL201203086436","서울특별시","신설","","11000UTZ201203080006","특별계획구역","","","역삼동 234-20번지 일대","","0","1","8816.1","8816.1","11000NTC201203086436"
"11000UTZ201312124164","11000PPL201311287010","서울특별시","신설","","11000UTZ201312124164","특별계획구역","","","성북구 성북동 145-117번지 일대","","","1","23336","23336","11000NTC201311287010"
"11000UTZ200106223796","11000PPL200106220917","서울특별시","변경","","11000UTZ200106223796","지구단위계획구역","","","관악구 신림동 1422-5, 38, 41, 42, 46호","신림지구","2347.8","","","1877.3","11000NTC200106220917"
"11000UTZ202604010001","11000PPL202604010006","관악구","신설","","","지구단위계획구역","","","관악구 신림동 650번지 일대","신림8 주택정비형 재개발 지구단위계획구역","0","1","103912","103912","11000NTC202604010004"
"11000UTZ200901052514","11000PPL200809112202","서울특별시","폐지","11000UTZ199606100748","11000UTZ199606100748","지구단위계획구역","","","상계동 95-3번지 일원","상계 지구단위계획구역","28676","2","28676","","11000NTC200809112202"
"11000UTZ200901052514","11000PPL200809112202","서울특별시","폐지","11000UTZ199606100748","11000UTZ199606100748","지구단위계획구역","","","상계동 95-3번지 일원","상계 지구단위계획구역","28676","2","28676","","11000NTC200809112202"
"11000UTZ200206246137","11000PPL200206242747","서울특별시","신설","","11000UTZ200206246137","특별계획구역","","","성동구 도선동 69번지","","","","","9125.3","11000NTC200206242747"
"11200UTZ202306270001","11200PPL202306270001","성동구","신설","","","지구단위계획구역","","","성동구 금호동3가 1번지 일대","금호 제21 주택정비형 재개발구역","0","1","75447","75447","11200NTC202309130002"
"11000UTZ201709053455","11000PPL201707278217","서울특별시","신설","","11000UTZ201709053455","지구단위계획구역","","","종로구 창신동, 숭인동 일대","동대문지구단위계획구역","","1","39154","39154","11000NTC201707278217"
"11000UTZ201710193469","11000PPL201709288294","서울특별시","신설","","11000UTZ201710193469","지구단위계획구역","","","도봉구 창동 1-9호","서울창동 지구단위계획구역","","1","27423","27423","11000NTC201709288294"
"11000UTZ201601153304","11000PPL201212216707","서울특별시","신설","","11000UTZ201601153304","지구단위계획구역","","","송파구 오금동 99번지 일원","","","1","128257","128257","11000NTC201212216707"
"11000UTZ201312024159","11000PPL201306206865","서울특별시","변경","","11000UTZ201312024159","특별계획구역","","","관악구 봉천동 944-1번지 일대","","7552","1","0.5","7552.5","11000NTC201306206865"
"11000UTZ199705071499","11000PPL199705076936","서울특별시","신설","","11000UTZ199705071499","지구단위계획구역","","","은평구 갈현동467,구산동 2,3번지 일대","구산생활권 지구단위계획구역","0","","","108400","11000NTC199705076936"
"11000UTZ199607130754","11000PPL199607136208","서울특별시","신설","","11000UTZ199607130754","지구단위계획구역","","","관악구 남현동1059,1061번지일대","남현지구중심 도시설계지구","0","","","71180","11000NTC199607136208"
"11000UTZ200405154452","11000PPL200405156226","서울특별시","변경","11000UTZ199607130754","11000UTZ200405154452","지구단위계획구역","","","남현동 1059?1061 번지 일대","관악사당 제1종지구단위계획구역","71180","","","71180","11000NTC200405156226"
"11000UTZ200405154452","11000PPL200405156226","서울특별시","변경","11000UTZ199607130754","11000UTZ200405154452","지구단위계획구역","","","남현동 1059?1061 번지 일대","관악사당 제1종지구단위계획구역","71180","","","71180","11000NTC200405156226"
"11560UTZ201908050005","11560PPL201908050001","영등포구","변경","","11560UTZ201908050005","지구단위계획구역","","","신길동 425-1번지 일대","신풍지구 지구단위계획구역","","","","13601","11560NTC201908050001"
"11000UTZ199603300736","11000PPL199603305909","서울특별시","변경","","11000UTZ199603300736","지구단위계획구역","","","강남구 개포동, 대치동일원","대치택지개발지구","239686.4","","","239685.5","11000NTC199603305909"
"11000UTZ201811260100","11000PPL201807190005","서울특별시","신설","","11000UTZ201811260100","지구단위계획구역","","","동대문구 장안동 459-1번지 외 1필지 (459-6)","동대문구 역세권 청년주택 지구단위계획구역","","1","1900.2","1900.2","11000NTC201807190005"
"11000UTZ201411173228","11000PPL201408217282","서울특별시","신설","","11000UTZ201411173228","지구단위계획구역","","","강동구 성내동 551번지 일원","강동구청주변 지구단위계획구역","","1","209566","209566","11000NTC201408217282"
"11000UTZ200602233609","11000PPL200004049484","서울특별시","신설","","11000UTZ200602233609","특별계획구역","","","당산동 9-3번지 일원","당산지구중심 지구단위계획구역","0","","","13700.9","11000NTC200004049484"
"11000UTZ200109153825","11000PPL200109151312","서울특별시","변경","","11000UTZ200109153825","지구단위계획구역","","","관악구 봉천동 884-4, 5, 6호","봉천지구중심지구단위계획구역","433.7","","","433.7","11000NTC200109151312"
"11000UTZ201704264381","11000PPL201510017608","서울특별시","신설","","11000UTZ201704264381","특별계획구역","","","광진구 구의동 68-11번지 일대","","","1","3142","3142","11000NTC201510017608"
"11230UTZ202206270001","11230PPL202206270002","동대문구","신설","11230UTZ202201250001","","지구단위계획구역","","","동대문구 전농동 127-359 일원 ","동대문구 전농동 127-359 일원 공공지원민간임대주택(역세권 청년주택)  공급촉진지구 지구단위계획구역 ","0","","","1240","11230NTC202206270003"
"11170UTZ202206070001","11170PPL202206070002","용산구","신설","","","지구단위계획구역","","","용산구 청파동2가 11-1 번지 일원 ","청파 제1 주택정비형 재개발 지구단위계획구역 ","0","","","32390.4","11000NTC202207140005"
"11000UTZ200811273712","11000PPL200808282148","서울특별시","신설","","11000UTZ200811273712","특별계획구역","","","신림9동 1522번지","","","1","1944","1944","11000NTC200808282148"
"11000UTZ202310120004","11000PPL202310120003","서울특별시","신설","","","특별계획구역","","","이촌동 193번지 일대","이촌아파트지구 지구단위계획구역","0","1","3775.3","3775.3","11000NTC202404250003"
"11000UTZ202412260001","11000PPL202412260002","서울특별시","신설","","","지구단위계획구역","","","송파구  신천동, 잠실동, 풍납동 일대","잠실아파트지구 지구단위계획구역","0","1","2482662.3","2482662.3","11000NTC202412260001"
"11000UTZ202509170001","11000PPL202509170004","서울특별시","신설","","","지구단위계획구역","","","성동구 성수동1가 683 일대","서울숲 일대 지구단위계획구역","0","1","87707.4","87707.4","11000NTC202510270004"
"11215UTZ202208190004","11215PPL202208190001","광진구","신설","","","특별계획구역","","","광진구 중곡동 167-1 일대","중곡역지구 지구단위계획구역","0","1","3086.3","3086.3","11215NTC202402130006"
"11000UTZ200410054470","11000PPL200410056976","서울특별시","신설","","11000UTZ200410054470","지구단위계획구역","","","신수동 91-460호외 68필지","신수동바탕골제1지역","0","","","9184","11000NTC200410056976"
"11000UTZ201711203497","11000PPL201709288299","서울특별시","신설","","11000UTZ201711203497","지구단위계획구역","","","광진구 구의동 587-64","광진구 구의동 587-64 역세권 청년주택","","1","659.1","659.1","11000NTC201709288299"
"11000UTZ200111296075","11000PPL200111291698","서울특별시","신설","","11000UTZ200111296075","특별계획구역","","","금호3가동 368번지 외 75필지","","","","","2862.1","11000NTC200111291698"
"11000UTZ200207254022","11000PPL200207252923","서울특별시","실효","","11000UTZ200207254022","지구단위계획구역","","","구의동 집산도로변(도로변에서 각각 폭20m기준","구의동집산도로변지구","35500","","","0","11000NTC200207252923"
"11000UTZ201203152965","11000PPL201203086436","서울특별시","신설","","11000UTZ201203152965","지구단위계획구역","","","강남구 역삼동 650 일대","926정거장 주변 지구단위계획구역","","1","38770","38770","11000NTC201203086436"
"11000UTZ200702263641","11000PPL200601129508","서울특별시","신설","","11000UTZ200702263641","특별계획구역","","","동작구 흑석동 95-1번지외 133필지일대","","","","","5716","11000NTC200601129508"
"11000UTZ202305250001","11000PPL202305250002","서울특별시","신설","","","지구단위계획구역","","","영등포구 여의도동 33 일대","여의도 금융중심 지구단위계획구역","0","1","1120586","1120586","11000NTC202305250002"
"11000UTZ199702201465","11000PPL199702206723","서울특별시","신설","","11000UTZ199702201465","지구단위계획구역","","","동대문구 신설동 96번지 일대","신설 상세계획구역","0","","","61300","11000NTC199702206723"
"11000UTZ199701085012","11000PPL199701086624","서울특별시","변경","","11000UTZ199701085012","지구단위계획구역","","","서울특별시 관악구 신림동 일원","신림택지개발지구","27223","2","280.1","26942.9","11000NTC199701086624"
"11000UTZ200701122284","11000PPL200607200251","서울특별시","신설","","11000UTZ200701122284","지구단위계획구역","","","동작구 상도동 167-14번지일원","상도동원지역주택조합 제1종지구단위계획구역","","","","10285","11000NTC200607200251"
"11000UTZ200701192286","11000PPL200610260453","서울특별시","변경","11000UTZ200701122284","11000UTZ200701122284","지구단위계획구역","","","동작구 상도동 167-14번지일원","상도동원지역주택조합 제1종지구단위계획구역","10285","1","10311.9","10311.9","11000NTC200610260453"
"11000UTZ200701192286","11000PPL200610260453","서울특별시","변경","11000UTZ200701122284","11000UTZ200701122284","지구단위계획구역","","","동작구 상도동 167-14번지일원","상도동원지역주택조합 제1종지구단위계획구역","10285","1","10311.9","10311.9","11000NTC200610260453"
"11000UTZ202012020077","11000PPL202012020030","서울특별시","신설","","","특별계획구역","","","남가좌동  104-26번지일대 ","","0","","","9275","11000NTC202012020030"
"11380UTZ202009170001","11380PPL202009170006","은평구","변경","","","지구단위계획구역","","","은평구 응암동 455-25번지 일대","응암제11구역 주택재개발 지구단위계획구역","36242.8","","","36245.2","11380NTC202009170006"
"11530UTZ202008040001","11530PPL202008040009","구로구","신설","","","지구단위계획구역","","","서울시 구로구 구로동 715-24번지 일대","남구로역세권 공공주택 도시정비형 재개발 지구단위계획구역 ","","","","10832.4","11000NTC202008040009"
"11000UTZ202011081117","11000PPL201303146775","강동구","변경","","11000UTZ202011081117","지구단위계획구역","","","강동구 암사동 102-4 일원","서원마을 지구단위계획구역","32882","","","32882","11000NTC201303146775"
"11000UTZ201812186000","11000PPL201812181440","용산구","변경","","11000UTZ201812186000","지구단위계획구역","","","용산구 효창동 117-1번지 일대","효창제4(주택재개발)","10030","2","30.2","9999.8","11000NTC201812181440"
"11000UTZ202103300001","11000PPL202103300003","서울특별시","변경","11000UTZ201111234031","","특별계획구역","","","상일동 521, 상일동 124-2, 상일동 521-2, 상일동 521-1, 상일동 521-3, 상일동 124-2","","86871.9","","","86872.3","11740NTC202103300003"
"11140UTZ202311220001","11140PPL202311220003","중구","변경","","","지구단위계획구역","","","중구 입정동 175-1번지 일원","세운3-2?3촉진구역  지구단위계획구역","10581.6","2","6.5","10575.1","11140NTC202312220001"
"11000UTZ202011090017","11000PPL202011090027","서울특별시","기정","","","특별계획구역","","","시흥동 884번지 일대","","7593","","","7593","11000NTC202011090026"
"11000UTZ202011090020","11545PPL202211170001","서울특별시","폐지","11000UTZ202011090017","","특별계획구역","","","시흥동 884번지 일대","금천구심 지구단위계획구역","7593","2","7593","0","11545NTC202402050002"
"11000UTZ199607030742","11000PPL199607036165","서울특별시","신설","","11000UTZ199607030742","지구단위계획구역","","","은평구 수색동72-1번지일대","수색지구 상세계획구역","0","","","86000","11000NTC199607036165"
"11000UTZ200811272479","11000PPL200705100993","서울특별시","변경","","11000UTZ200811272479","지구단위계획구역","","","서울시 마포구 392-2?16?21번지","마포지구 제1종지구단위계획구역","355.9","1","36.7","392.6","11000NTC200705100993"
"11000UTZ201611293383","11000PPL201606307808","서울특별시","신설","","11000UTZ201611293383","지구단위계획구역","","","금천구 시흥동 970번지 일대","석수역세권지구단위계획구역","","1","121812","121812","11000NTC201606307808"
"11000UTZ200901053757","11000PPL200812042414","서울특별시","신설","","11000UTZ200901053757","특별계획구역","","","구로본동 598-14번지 일대(경인로 377-1 일대)","","","1","19073","19073","11000NTC200812042414"
"11000UTZ202008190001","11000PPL202008190002","동대문구","변경","","","지구단위계획구역","","","이문동 257-42일원","이문1재정비촉진구역","144964","","","144853","11230NTC202008190002"
"11000UTZ202012020069","11000PPL202012020025","서울특별시","변경","","","특별계획구역","","","자양동 72-1호 일대","","1045","","","1045","11000NTC202012020025"
"11140UTZ202310240003","11140PPL202310240002","중구","신설","","","특별계획구역","","","신당동 295-25번지 일대","신당?청구 역세권 일대 지구단위계획구역","0","1","6227","6227","11140NTC202403190001"
"11000UTZ200206206116","11000PPL200206202718","서울특별시","신설","","11000UTZ200206206116","특별계획구역","","","","개포택지개발지구 지구단위계획","","","","8527.1","11000NTC200206202718"
"11000UTZ202507080002","11000PPL202507080011","영등포구","신설","","","지구단위계획구역","","","영등포구 신길동 1358번지 일대","대방역세권 장기전세주택 도시정비형 재개발 지구단위계획구역","0","1","14922","14922","11560NTC202507080015"
"11620UTZ202509240001","11620PPL202509240004","관악구","변경","","","특별계획구역","","","관악구 봉천동 922-1일원, 913-1 일원","봉천지역중심 지구단위계획구역","11951.5","1","321","12272.5","11620NTC202511190002"
"11000UTZ201709254431","11000PPL200202252145","서울특별시","신설","","11000UTZ201709254431","특별계획구역","","","동작구 신대방동 686 일대","대림지구 지구단위계획구역","","1","2482.6","2482.6","11000NTC200202252145"
"11000UTZ202106010001","11000PPL202106010001","서울특별시","신설","","","지구단위계획구역","","","성동구 용답동 68-2일원","성동구 용답동 68-2일원 공공지원민간임대주택(역세권 청년주택) 공급촉진지구 지구단위계획구역","0","","","1099.5","11000NTC202112310001"
"11000UTZ200206276154","11000PPL200206272776","서울특별시","신설","","11000UTZ200206276154","특별계획구역","","","영등포 4가 4410-10번지 일대","","","","","51020","11000NTC200206272776"
"11470UTZ202008040007","11470PPL202008040017","서울특별시","폐지","11000UTZ200811273707","","특별계획구역","","","-","","1829.4","2","1829.4","0","11000NTC202008040017"
"11000UTZ201107073958","11000PPL201012025681","서울특별시","신설","","11000UTZ201107073958","특별계획구역","","","용산구 문배동 10-3일대","","","1","793.4","793.4","11000NTC201012025681"
"11650UTZ202205100003","11650PPL202205100007","서초구","신설","","","특별계획구역","","","서초동 1323-1번지 일대","","0","","","5363","11650NTC202205100006"
"11000UTZ202510160023","11000PPL202510160005","서울특별시","신설","","","특별계획구역","","","노원구 상계동 757 일대","상계 1,2단계 택지개발지구 지구단위계획구역","0","1","25016.3","25016.3","11000NTC202510170001"
