"조서관리코드","프로젝트코드","지자체","조서유형(구분)","이전 조서관리코드","최상위 조서관리코드","대분류","중분류","소분류","위치명","지역명","면적기정","면적증감코드","면적변경","면적변경후","결정고시관리코드"
"11000UTZ201611303384","11000PPL201601147704","서울특별시","변경","11000UTZ201512213290","11000UTZ200107103833","지구단위계획구역","","","중구 봉래동 ~ 용산구 한강로 일대","용산지구단위계획구역","3436880","1","54008","3490888","11000NTC201601147704"
"11000UTZ201611303384","11000PPL201601147704","서울특별시","변경","11000UTZ201512213290","11000UTZ200107103833","지구단위계획구역","","","중구 봉래동 ~ 용산구 한강로 일대","용산지구단위계획구역","3436880","1","54008","3490888","11000NTC201601147704"
"11000UTZ201611303384","11000PPL201601147704","서울특별시","변경","11000UTZ201512213290","11000UTZ200107103833","지구단위계획구역","","","중구 봉래동 ~ 용산구 한강로 일대","용산지구단위계획구역","3436880","1","54008","3490888","11000NTC201601147704"
"11000UTZ201611303384","11000PPL201601147704","서울특별시","변경","11000UTZ201512213290","11000UTZ200107103833","지구단위계획구역","","","중구 봉래동 ~ 용산구 한강로 일대","용산지구단위계획구역","3436880","1","54008","3490888","11000NTC201601147704"
"11000UTZ201611303384","11000PPL201601147704","서울특별시","변경","11000UTZ201512213290","11000UTZ200107103833","지구단위계획구역","","","중구 봉래동 ~ 용산구 한강로 일대","용산지구단위계획구역","3436880","1","54008","3490888","11000NTC201601147704"
"11000UTZ201708143437","11000PPL201612157963","서울특별시","변경","11000UTZ201611303384","11000UTZ200107103833","지구단위계획구역","","","중구 봉래동~용산구 한강로 일대","용산지구단위계획구역","3436880","2","293.49","3436586.51","11000NTC201612157963"
"11000UTZ201708143437","11000PPL201612157963","서울특별시","변경","11000UTZ201611303384","11000UTZ200107103833","지구단위계획구역","","","중구 봉래동~용산구 한강로 일대","용산지구단위계획구역","3436880","2","293.49","3436586.51","11000NTC201612157963"
"11000UTZ201708143437","11000PPL201612157963","서울특별시","변경","11000UTZ201611303384","11000UTZ200107103833","지구단위계획구역","","","중구 봉래동~용산구 한강로 일대","용산지구단위계획구역","3436880","2","293.49","3436586.51","11000NTC201612157963"
"11000UTZ201708143437","11000PPL201612157963","서울특별시","변경","11000UTZ201611303384","11000UTZ200107103833","지구단위계획구역","","","중구 봉래동~용산구 한강로 일대","용산지구단위계획구역","3436880","2","293.49","3436586.51","11000NTC201612157963"
"11215UTZ202309190004","11215PPL202309190012","서울특별시","신설","","","특별계획구역","","","자양동 17-5번지","동일로지구 지구단위계획구역","0","1","1904.8","1904.8","11215NTC202309190012"
"11000UTZ202407260002","11000PPL202407260001","서울특별시","변경","","","지구단위계획구역","","","양천구 신정동  1200번지 일원","신정4재정비촉진구역  지구단위계획구역","82065.2","1","6.5","82071.7","11000NTC202407260001"
"11000UTZ199807281166","11000PPL199807288136","서울특별시","신설","","11000UTZ199807281166","지구단위계획구역","","","거여동 일원","거여택지개발지구","0","","","184269.6","11000NTC199807288136"
"11000UTZ201908120001","11000PPL201908120001","서울특별시","신설","","11000UTZ201908120001","특별계획구역","","","삼청동 28-37대 일대 ","","","","","4031","11110NTC201908120002"
"11000UTZ202008050001","11000PPL202008050002","서울특별시","변경","","","지구단위계획구역","","","서울시 송파구 마천동 194-1번지일대","마천1재정비촉진구역 주택재개발 지구단위계획구역","171798","2","23300","148498","11000NTC202008050002"
"11000UTZ201311064151","11000PPL201209276647","서울특별시","신설","","11000UTZ201311064151","특별계획구역","","","구로구 개봉동 170-35 번지 일대","","","1","5008","5008","11000NTC201209276647"
"11140UTZ202407170001","11140PPL202407170001","중구","신설","","","지구단위계획구역","","","중구 남대문로4가  20-10번지 일대","남대문 도시정비형 재개발사업  지구단위계획구역","0","1","73835.5","73835.5","11140NTC202408060002"
"11140UTZ202407170002","11140PPL202408230004","중구","정정","11140UTZ202407170001","","지구단위계획구역","","","중구 남대문로4가  20-10번지 일대","남대문 도시정비형 재개발사업  지구단위계획구역","73835.5","1","0","73835.5","11140NTC202408230003"
"11000UTZ202012020060","11000PPL202012020025","서울특별시","변경","11000UTZ200611063620","","특별계획구역","","","화양동 4-20호 일대","","7310","","","7313.6","11000NTC202012020025"
"11000UTZ202101050005","11000PPL202101050011","서울특별시","변경","11000UTZ201710244435","","특별계획구역","","","용산구 한강로2가 2-350 일대 ","","8671.1","","","8671.1","11000NTC202101050012"
"11000UTZ202202230001","11000PPL202202230003","서울특별시","변경","11000UTZ202101050005","","특별계획구역","","","","","8670","","","8671.1","11000NTC202202230003"
"11000UTZ201908200001","11000PPL201908090025","서울특별시","변경","11000UTZ201808090057","11000UTZ201808090057","지구단위계획구역","","","강동구 성내동 87-1번지 일원 ","강동 성내 역세권 청년주택 공급촉진지구","5893","2","48.7","5844.3","11000NTC201908011026"
"11000UTZ201908200001","11000PPL201908090025","서울특별시","변경","11000UTZ201808090057","11000UTZ201808090057","지구단위계획구역","","","강동구 성내동 87-1번지 일원 ","강동 성내 역세권 청년주택 공급촉진지구","5893","2","48.7","5844.3","11000NTC201908011026"
"11470UTZ202507230003","11470PPL202507230003","양천구","변경","11470UTZ202212080006","","특별계획구역","","","양천구 목동 912일대","서울목동지구 택지개발사업 지구단위계획구역","204003.2","1","0","204003.2","11470NTC202507230001"
"11440UTZ202006220001","11440PPL202006220006","마포구","변경","","","특별계획구역","","","신정동 895-1번지 일대","목동오거리 지구단위계획구역","29685.2","","","42130.3","11000NTC202006220006"
"11000UTZ201708143437","11000PPL201612157963","서울특별시","변경","11000UTZ201611303384","11000UTZ200107103833","지구단위계획구역","","","중구 봉래동~용산구 한강로 일대","용산지구단위계획구역","3436880","2","293.49","3436586.51","11000NTC201612157963"
"11000UTZ201708143437","11000PPL201612157963","서울특별시","변경","11000UTZ201611303384","11000UTZ200107103833","지구단위계획구역","","","중구 봉래동~용산구 한강로 일대","용산지구단위계획구역","3436880","2","293.49","3436586.51","11000NTC201612157963"
"11000UTZ201708143437","11000PPL201612157963","서울특별시","변경","11000UTZ201611303384","11000UTZ200107103833","지구단위계획구역","","","중구 봉래동~용산구 한강로 일대","용산지구단위계획구역","3436880","2","293.49","3436586.51","11000NTC201612157963"
"11000UTZ201708143437","11000PPL201612157963","서울특별시","변경","11000UTZ201611303384","11000UTZ200107103833","지구단위계획구역","","","중구 봉래동~용산구 한강로 일대","용산지구단위계획구역","3436880","2","293.49","3436586.51","11000NTC201612157963"
"11000UTZ201708144421","11170PPL202305190003","서울특별시","변경","11000UTZ201708143437","11000UTZ200107103833","지구단위계획구역","","","중구 봉래동~용산구 한강로 일대","용산지구단위계획구역","3436586.51","","","3436586.51","11170NTC202305190003"
"11000UTZ202301190001","11000PPL202301190004","서울특별시","변경","11000UTZ201708144421","","지구단위계획구역","","","중구 봉래동 ~ 용산구 한강로 일대","용산 지구단위계획구역","3490594.51","1","13006.1","3503600.61","11000NTC202301190004"
"11650UTZ202205020002","11000PPL202306290003","서초구","폐지","11650UTZ202205020001","","지구단위계획구역","","","서초구 잠원동 50-5번지","신반포12차아파트 지구단위계획구역","17712.2","2","17712.2","0","11000NTC202310040001"
"11000UTZ200211264082","11000PPL200211263428","서울특별시","실효","11000UTZ199612120761","11000UTZ199612120761","지구단위계획구역","","","양천구 목동 405번지 일대","오목교역지구단위계획구역","180000","","","0","11000NTC200211263428"
"11000UTZ200211264082","11000PPL200211263428","서울특별시","실효","11000UTZ199612120761","11000UTZ199612120761","지구단위계획구역","","","양천구 목동 405번지 일대","오목교역지구단위계획구역","180000","","","0","11000NTC200211263428"
"11000UTZ201112284034","11000PPL201110066263","서울특별시","변경","11000UTZ201112284036","11000UTZ200812033747","특별계획구역","","","금천구 독산동1007-19","독산 지구단위계획구역","0","1","9537.4","9537.4","11000NTC201110066263"
"11000UTZ200206273973","11000PPL200206272783","서울특별시","변경","11000UTZ199702131481","11000UTZ200206273973","지구단위계획구역","","","서대문구 홍은동 274번지, 연희동 169번지 일대","서대문구청주변 제1종지구단위계획구역","32400","","","32400","11000NTC200206272783"
"11000UTZ200206273973","11000PPL200206272783","서울특별시","변경","11000UTZ199702131481","11000UTZ200206273973","지구단위계획구역","","","서대문구 홍은동 274번지, 연희동 169번지 일대","서대문구청주변 제1종지구단위계획구역","32400","","","32400","11000NTC200206272783"
"11000UTZ202006180076","11000PPL201008055256","양천구","신설","","11000UTZ202006180076","특별계획구역","","","신월동 608-1번지 일원","신정재정비촉진지구 존치관리구역","0","1","7243.2","7243.2","11000NTC201008055256"
"11740UTZ202204120001","11740PPL202204120001","강동구","신설","","","지구단위계획구역","","","강동구 둔촌동 489번지 ","강동구 둔촌동 489번지 역세권 활성화사업  지구단위계획구역 ","0","","","2372","11740NTC202204120001"
"11000UTZ202102010003","11000PPL202102010004","서울특별시","폐지","11000UTZ202404040103","","특별계획구역","","","개봉동 171-2번지 일대","","2635","","","0","11000NTC202102010005"
"11000UTZ201712043506","11000PPL201705048108","서울특별시","변경","11000UTZ201412043239","11000UTZ200905292566","지구단위계획구역","","","강서구 마곡동,가양동,공항동,방화동,내?외발산동 일대","마곡 도시개발사업 지구단위계획구역","3665722","1","61","3665783","11000NTC201705048108"
"11000UTZ201712043506","11000PPL201705048108","서울특별시","변경","11000UTZ201412043239","11000UTZ200905292566","지구단위계획구역","","","강서구 마곡동,가양동,공항동,방화동,내?외발산동 일대","마곡 도시개발사업 지구단위계획구역","3665722","1","61","3665783","11000NTC201705048108"
"11000UTZ201712043506","11000PPL201705048108","서울특별시","변경","11000UTZ201412043239","11000UTZ200905292566","지구단위계획구역","","","강서구 마곡동,가양동,공항동,방화동,내?외발산동 일대","마곡 도시개발사업 지구단위계획구역","3665722","1","61","3665783","11000NTC201705048108"
"11000UTZ201712043506","11000PPL201705048108","서울특별시","변경","11000UTZ201412043239","11000UTZ200905292566","지구단위계획구역","","","강서구 마곡동,가양동,공항동,방화동,내?외발산동 일대","마곡 도시개발사업 지구단위계획구역","3665722","1","61","3665783","11000NTC201705048108"
"11000UTZ201109023992","11000PPL201105066076","서울특별시","변경","11000UTZ200812033751","11000UTZ200812033751","특별계획구역","","","서초구 양재동 11-23 일대","","4472.6","","","4472.6","11000NTC201105066076"
"11000UTZ201910040039","11000PPL201910040030","서울특별시","신설","","11000UTZ201910040039","지구단위계획구역","","","광진구 중곡동 637-5 일원","광진구 중곡동 637-5번지 일원 역세권 청년주택","","1","1651","1651","11000NTC201909261132"
"11500UTZ202404030001","11500PPL202404030007","강서구","신설","","","지구단위계획구역","","","강서구 초원로 38-14  (방화동 589-13) 일대","방화2재정비촉진구역  (주택재개발사업)","0","1","34900","34900","11500NTC202404030006"
"11000UTZ200909112602","11000PPL200710181508","서울특별시","변경","11000UTZ200101273773","11000UTZ200101273773","지구단위계획구역","","","관악구 신림동 1428번지 일대","신림지구중심 제1종지구단위계획구역","432300","1","66288","498588","11000NTC200710181508"
"11000UTZ201109152879","11000PPL201109016217","서울특별시","변경","11000UTZ200909112602","11000UTZ200101273773","지구단위계획구역","","","관악구 신림동 1428번지 일대","신림지구중심 제1종지구단위계획구역","498588","","","498588","11000NTC201109016217"
"11000UTZ201109152879","11000PPL201109016217","서울특별시","변경","11000UTZ200909112602","11000UTZ200101273773","지구단위계획구역","","","관악구 신림동 1428번지 일대","신림지구중심 제1종지구단위계획구역","498588","","","498588","11000NTC201109016217"
"11000UTZ200409254462","11000PPL200409256945","서울특별시","변경","","11000UTZ200409254462","지구단위계획구역","","","강서구 화곡동 894-2","신정지구중심지구단위계획구역","243.3","","","134.9","11000NTC200409256945"
"11410UTZ202403070001","11410PPL202403070001","서대문구","신설","","","지구단위계획구역","","","서대문구 홍제동  326-5번지 일대","홍제2재정비촉진구역  지구단위계획구역 ","0","1","3069","3069","11410NTC202404110002"
"11000UTZ202512260006","11000PPL202512260010","서울특별시","신설","","","특별계획구역","","","노원구 중계동 514-3","중계지구지구단위계획구역","0","1","64847.2","64847.2","11000NTC202512260005"
"11000UTZ200401054255","11000PPL200401055562","서울특별시","신설","","11000UTZ200401054255","지구단위계획구역","","","성동구 마장동 797-2일대","마장동 임대아파트 제1종지구단위계획구역","0","","","16294.4","11000NTC200401055562"
"11000UTZ201910100059","11000PPL201908300020","서울특별시","변경","11000UTZ200812302507","11000UTZ200810082446","지구단위계획구역","","","서울시 송파구 문정동 280 일원","서울동남권유통단지 지구단위계획구역","560694","1","23.3","560717.3","11000NTC201901241066"
"11000UTZ200910132616","11000PPL200605110048","서울특별시","실효","11000UTZ200305154162","11000UTZ200305154162","지구단위계획구역","","","녹번동 5-29번지 일원","국립보건원부지 제1종지구단위계획구역","109463","2","109463","0","11000NTC200605110048"
"11000UTZ200910132616","11000PPL200605110048","서울특별시","실효","11000UTZ200305154162","11000UTZ200305154162","지구단위계획구역","","","녹번동 5-29번지 일원","국립보건원부지 제1종지구단위계획구역","109463","2","109463","0","11000NTC200605110048"
"11000UTZ200206206105","11000PPL200206202718","서울특별시","신설","","11000UTZ200206206105","특별계획구역","","","","","","","","57851","11000NTC200206202718"
"11000UTZ199607030943","11000PPL199607036165","서울특별시","변경","11000UTZ199507010569","11000UTZ199507010569","지구단위계획구역","","","성북구 길음동25-2,486,524번지 하월곡동88-64번지일대","미아지구 상세계획구역","256450","","","292000","11000NTC199607036165"
"11000UTZ199607030943","11000PPL199607036165","서울특별시","변경","11000UTZ199507010569","11000UTZ199507010569","지구단위계획구역","","","성북구 길음동25-2,486,524번지 하월곡동88-64번지일대","미아지구 상세계획구역","256450","","","292000","11000NTC199607036165"
"11000UTZ200909223818","11000PPL200909243851","서울특별시","신설","","11000UTZ200909223818","특별계획구역","","","","","","","","2994.8","11000NTC200909243851"
"11000UTZ199902031226","11000PPL199902038543","서울특별시","신설","","11000UTZ199902031226","지구단위계획구역","","","영등포구 영등포동 640번지 일대","조선맥주 상세계획구역","0","","","144458","11000NTC199902038543"
"11000UTZ201901100003","11000PPL201901101650","서울특별시","변경","11000UTZ201109212887","11000UTZ199406130581","지구단위계획구역","","","송파구 방이동 180번지 일대","위례성길 지구단위계획구역","59400","1","9625","69025","11000NTC201901101650"
"11000UTZ201901100003","11000PPL201901101650","서울특별시","변경","11000UTZ201109212887","11000UTZ199406130581","지구단위계획구역","","","송파구 방이동 180번지 일대","위례성길 지구단위계획구역","59400","1","9625","69025","11000NTC201901101650"
"11000UTZ201901100003","11000PPL201901101650","서울특별시","변경","11000UTZ201109212887","11000UTZ199406130581","지구단위계획구역","","","송파구 방이동 180번지 일대","위례성길 지구단위계획구역","59400","1","9625","69025","11000NTC201901101650"
"11000UTZ201901100003","11000PPL201901101650","서울특별시","변경","11000UTZ201109212887","11000UTZ199406130581","지구단위계획구역","","","송파구 방이동 180번지 일대","위례성길 지구단위계획구역","59400","1","9625","69025","11000NTC201901101650"
"11380UTZ202509100001","11380PPL202509100003","은평구","신설","","","지구단위계획구역","","","은평구  신사동 200번지 일대","신사동 200번지 일대 주택정비형 재개발정비구역","0","1","63496.8","63496.8","11380NTC202511200007"
"11545UTZ202101070001","11545PPL202101070001","금천구","신설","","","지구단위계획구역","","","금천구 독산동 1001번지 일대 ","독산역 주변 지구단위계획구역 ","0","","","317235","11545NTC202101070001"
"11000UTZ201311014147","11000PPL201201266398","서울특별시","신설","","11000UTZ201311014147","특별계획구역","","","영등포구 문래동3가 3-1번지 일대","","","1","4319","4319","11000NTC201201266398"
"11000UTZ201708233452","11000PPL201705258126","서울특별시","폐지","","11000UTZ201708233452","지구단위계획구역","","","마포구 대흥동 2-7 일원","뉴타운1 지구단위계획","9496","2","9496","","11000NTC201705258126"
"11000UTZ200412204543","11000PPL200412207395","서울특별시","신설","","11000UTZ200412204543","지구단위계획구역","","","은평구 진관내.외동, 구파발동 일원","","0","","","3495248","11000NTC200412207395"
"11000UTZ199807080992","11000PPL199807088082","서울특별시","신설","","11000UTZ199807080992","지구단위계획구역","","","강남구 신사동 505~청담동 98-8 구간","압구정로변 도시설계지구","0","","","159000","11000NTC199807088082"
"11740UTZ202110260006","11000PPL202510020009","강동구","폐지","11740UTZ202110260003","","지구단위계획구역","","","강동구 성내동 49-14일대","성내1-1존치관리구역 지구단위계획구역","6299","2","6299","0","11740NTC202510020004"
"11000UTZ201412043239","11000PPL201405087190","서울특별시","변경","11000UTZ201010052727","11000UTZ200905292566","지구단위계획구역","","","강서구 마곡동, 가양동, 공항동, 방화동, 내외발산동 일대","마곡 도시개발사업 지구단위계획구역","3665086","1","636","3665722","11000NTC201405087190"
"11000UTZ201412043239","11000PPL201405087190","서울특별시","변경","11000UTZ201010052727","11000UTZ200905292566","지구단위계획구역","","","강서구 마곡동, 가양동, 공항동, 방화동, 내외발산동 일대","마곡 도시개발사업 지구단위계획구역","3665086","1","636","3665722","11000NTC201405087190"
"11000UTZ201412043239","11000PPL201405087190","서울특별시","변경","11000UTZ201010052727","11000UTZ200905292566","지구단위계획구역","","","강서구 마곡동, 가양동, 공항동, 방화동, 내외발산동 일대","마곡 도시개발사업 지구단위계획구역","3665086","1","636","3665722","11000NTC201405087190"
"11000UTZ200205154299","11000PPL200205152545","서울특별시","신설","","11000UTZ200205154299","특별계획구역","","","미근동 21-1번지 외 2필지(한국담배인삼공사 부지)","","0","","","6137","11000NTC200205152545"
"11000UTZ200911133830","11000PPL200911124081","서울특별시","변경","11000UTZ200601203576","11000UTZ200601203576","특별계획구역","","","고덕2단지 및 삼익그린12차아파트부지","","234344.9","1","11863.4","246208.3","11000NTC200911124081"
"11000UTZ201303224102","11000PPL201212056690","서울특별시","변경","11000UTZ200911133830","11000UTZ200601203576","특별계획구역","","","고덕2단지 및 삼익그린12차아파트 부지(강동구 고덕동 217번지 일원)","고덕택지지구단위계획구역","246208.3","1","1.8","246210.1","11000NTC201212056690"
"11000UTZ200002111369","11000PPL200002119383","서울특별시","변경","","11000UTZ200002111369","지구단위계획구역","","","김포가도주변일대","김포가도 도시설계지구","674199","","","602571","11000NTC200002119383"
"11000UTZ200012261298","11000PPL200012260092","서울특별시","변경","11000UTZ200002111369","11000UTZ200002111369","지구단위계획구역","","","강서구  가양동, 공항동, 내발산동, 등촌동, 염창동, 화곡동 일","김포가도 제1종지구단위계획구역","602571","","","398131","11000NTC200012260092"
"11000UTZ201109023992","11000PPL201105066076","서울특별시","변경","11000UTZ200812033751","11000UTZ200812033751","특별계획구역","","","서초구 양재동 11-23 일대","","4472.6","","","4472.6","11000NTC201105066076"
"11000UTZ200912212641","11000PPL200912104224","서울특별시","신설","","11000UTZ200912212641","지구단위계획구역","","","동작구 노량진동 221-59 일대","노량진13존치관리 지구단위계획구역","","1","34555","34555","11000NTC200912104224"
"11000UTZ201903210023","11000PPL201903213050","서울특별시","변경","11000UTZ200206274306","11000UTZ200206274306","특별계획구역","","","증산동 223-15번지 일대 ","수색?DMC 주변지역","9219","2","153.2","9065.8","11000NTC201903213050"
"11000UTZ201101073904","11000PPL201001074411","서울특별시","변경","11000UTZ200812303754","11000UTZ200205154299","특별계획구역","","","미근동 21-1외 1필지(케이티앤지 부지)","충정 지구단위계획구역","6123.8","2","35.6","6088.2","11000NTC201001074411"
"11000UTZ201101073904","11000PPL201001074411","서울특별시","변경","11000UTZ200812303754","11000UTZ200205154299","특별계획구역","","","미근동 21-1외 1필지(케이티앤지 부지)","충정 지구단위계획구역","6123.8","2","35.6","6088.2","11000NTC201001074411"
"11000UTZ201101073904","11000PPL201001074411","서울특별시","변경","11000UTZ200812303754","11000UTZ200205154299","특별계획구역","","","미근동 21-1외 1필지(케이티앤지 부지)","충정 지구단위계획구역","6123.8","2","35.6","6088.2","11000NTC201001074411"
"11000UTZ201904220511","11000PPL201904220002","서울특별시","변경","11000UTZ200812022491","11000UTZ200311104188","지구단위계획구역","","","도봉구 도봉동 427,435번지 일원","도봉무수골 지구단위계획구역","82416","2","34","82382","11000NTC201904180033"
"11000UTZ201904220511","11000PPL201904220002","서울특별시","변경","11000UTZ200812022491","11000UTZ200311104188","지구단위계획구역","","","도봉구 도봉동 427,435번지 일원","도봉무수골 지구단위계획구역","82416","2","34","82382","11000NTC201904180033"
"11000UTZ201904220511","11000PPL201904220002","서울특별시","변경","11000UTZ200812022491","11000UTZ200311104188","지구단위계획구역","","","도봉구 도봉동 427,435번지 일원","도봉무수골 지구단위계획구역","82416","2","34","82382","11000NTC201904180033"
"11000UTZ200812033744","11000PPL200805291982","서울특별시","신설","","11000UTZ200812033744","특별계획구역","","","금천구 가산동 412-10번지 일대","","","1","12709","12709","11000NTC200805291982"
"11000UTZ201903210023","11000PPL201903213050","서울특별시","변경","11000UTZ200206274306","11000UTZ200206274306","특별계획구역","","","증산동 223-15번지 일대 ","수색?DMC 주변지역","9219","2","153.2","9065.8","11000NTC201903213050"
"11000UTZ200008166152","11000PPL200008169797","서울특별시","신설","","11000UTZ200008166152","특별계획구역","","","중랑구 상봉2동 81 일대","","","1","8223","8223","11000NTC200008169797"
"11000UTZ202306220019","11000PPL202306220002","서울특별시","신설","","","특별계획구역","","","서빙고동 241-21번지 일원","서빙고아파트지구  지구단위계획구역","0","1","114584.8","114584.8","11000NTC202309270005"
"11000UTZ200903242537","11000PPL200903122971","서울특별시","변경","11000UTZ200802272413","11000UTZ199612100961","지구단위계획구역","","","동대문구 휘경동 319-5번지 일대","회기 제1종지구단위계획구역","65000","","","130561","11000NTC200903122971"
"11000UTZ200903242537","11000PPL200903122971","서울특별시","변경","11000UTZ200802272413","11000UTZ199612100961","지구단위계획구역","","","동대문구 휘경동 319-5번지 일대","회기 제1종지구단위계획구역","65000","","","130561","11000NTC200903122971"
"11000UTZ200903242537","11000PPL200903122971","서울특별시","변경","11000UTZ200802272413","11000UTZ199612100961","지구단위계획구역","","","동대문구 휘경동 319-5번지 일대","회기 제1종지구단위계획구역","65000","","","130561","11000NTC200903122971"
"11000UTZ201606103345","11000PPL201605277791","서울특별시","변경","11000UTZ200903242537","11000UTZ199612100961","지구단위계획구역","","","동대문구 휘경동 319-5번지 일대","회기구역 지구단위계획구역","130561","1","139.5","130700.5","11000NTC201605277791"
"11000UTZ202006180077","11000PPL201008055256","양천구","신설","","11000UTZ202006180077","특별계획구역","","","신월동 1193-5번지 일원","신정재정비촉진지구 존치관리구역","0","1","3700.2","3700.2","11000NTC201008055256"
"11000UTZ202006180062","11000PPL201007085142","서울특별시","신설","","11000UTZ202006180062","특별계획구역","","","성북구 동소문동2가 229번지 일대","동소문동2가 지구단위계획구역","0","1","625.1","625.1","11000NTC201007085142"
"11000UTZ202506230004","11000PPL202506230002","서울특별시","신설","","","특별계획구역","","","수서동 712 일대","수서택지개발지구 지구단위계획구역","0","1","27123.3","27123.3","11000NTC202508110001"
"11140UTZ202311150002","11140PPL202604060001","중구","변경","11140UTZ202311150001","","지구단위계획구역","","","중구 중림동  157-2번지 일대","마포로5구역 10?11지구","13028","1","206.3","13234.3","11140NTC202604060005"
"11000UTZ200410054476","11000PPL200410056989","서울특별시","변경","","11000UTZ200410054476","지구단위계획구역","","","강동구 천호동 427-25호","","106.42","","","205.45","11000NTC200410056989"
"11000UTZ202203070001","11000PPL202203070004","서울특별시","신설","","","특별계획구역","","","구로구 궁동 108-1 일대 ","","0","","","5623","11000NTC202203080001"
"11000UTZ202211290002","11000PPL202211290001","서울특별시","신설","","","지구단위계획구역","","","성동구 마장동 510-3  일대 ","마장축산물시장 일대 지구단위계획구역 ","0","","","269091","11000NTC202211290001"
"11000UTZ201902140050","11000PPL201902142320","서울특별시","변경","","11000UTZ201902140050","지구단위계획구역","","","마포구 창전동 19-8번지 일원","마포 창전동 역세권 청년주택(공공지원민간임대주택) 공급촉진지구","5232","2","22.1","5209.9","11000NTC201902142320"
"11560UTZ202406270001","11560PPL202406270005","영등포구","변경","","","지구단위계획구역","","","영등포구 신길동  39-3번지 일대","신길역세권(신길동 39-3번지 일대) 장기전세주택  도시정비형 재개발구역","25489.5","1","3590.8","29080.3","11560NTC202406270005"
"11000UTZ199612100906","11000PPL199612106538","서울특별시","신설","","11000UTZ199612100906","지구단위계획구역","","","양천구 신월동 1001-2번지 일대","신정생활권중심 도시설계지구","0","","","100940","11000NTC199612106538"
"11000UTZ200701302293","11000PPL200610260458","서울특별시","신설","","11000UTZ200701302293","지구단위계획구역","","","동대문구 장안동 425-1번지 외 9필지","장안동425-1번지일대 지구단위계획구역","","1","5568.5","5568.5","11000NTC200610260458"
"11290UTZ202409190001","11290PPL202409190005","성북구","변경","11000UTZ201006212703","","지구단위계획구역","","","장위동 233-42 일원","장위15구역","189450","2","1781","187669","11290NTC202409250002"
"11000UTZ201606103345","11000PPL201605277791","서울특별시","변경","11000UTZ200903242537","11000UTZ199612100961","지구단위계획구역","","","동대문구 휘경동 319-5번지 일대","회기구역 지구단위계획구역","130561","1","139.5","130700.5","11000NTC201605277791"
"11000UTZ201606103345","11000PPL201605277791","서울특별시","변경","11000UTZ200903242537","11000UTZ199612100961","지구단위계획구역","","","동대문구 휘경동 319-5번지 일대","회기구역 지구단위계획구역","130561","1","139.5","130700.5","11000NTC201605277791"
"11000UTZ201606103345","11000PPL201605277791","서울특별시","변경","11000UTZ200903242537","11000UTZ199612100961","지구단위계획구역","","","동대문구 휘경동 319-5번지 일대","회기구역 지구단위계획구역","130561","1","139.5","130700.5","11000NTC201605277791"
"11000UTZ201610183358","11000PPL201609017863","서울특별시","변경","11000UTZ201606103345","11000UTZ199612100961","지구단위계획구역","","","동대문구 휘경동 319-5번지일대","회기구역지구단위계획구역","130700.5","1","1","130701.5","11000NTC201609017863"
"11000UTZ201610183358","11000PPL201609017863","서울특별시","변경","11000UTZ201606103345","11000UTZ199612100961","지구단위계획구역","","","동대문구 휘경동 319-5번지일대","회기구역지구단위계획구역","130700.5","1","1","130701.5","11000NTC201609017863"
"11000UTZ201610183358","11000PPL201609017863","서울특별시","변경","11000UTZ201606103345","11000UTZ199612100961","지구단위계획구역","","","동대문구 휘경동 319-5번지일대","회기구역지구단위계획구역","130700.5","1","1","130701.5","11000NTC201609017863"
"11000UTZ201610183358","11000PPL201609017863","서울특별시","변경","11000UTZ201606103345","11000UTZ199612100961","지구단위계획구역","","","동대문구 휘경동 319-5번지일대","회기구역지구단위계획구역","130700.5","1","1","130701.5","11000NTC201609017863"
"11000UTZ201610183358","11000PPL201609017863","서울특별시","변경","11000UTZ201606103345","11000UTZ199612100961","지구단위계획구역","","","동대문구 휘경동 319-5번지일대","회기구역지구단위계획구역","130700.5","1","1","130701.5","11000NTC201609017863"
"11000UTZ201704263406","11000PPL201611107933","서울특별시","변경","11000UTZ201610183358","11000UTZ199612100961","지구단위계획구역","","","동대문구 휘경동 319-5번지 일대","회기구역 지구단위계획구역","130701.5","2","26871.5","103830","11000NTC201611107933"
"11380UTZ202104140001","11380PPL202104140004","은평구","신설","","","특별계획구역","","","불광동 305-3번지 일대","","0","","","8699","11380NTC202104140003"
"11470UTZ202008040009","11470PPL202008040018","양천구","변경","11000UTZ201105202800","","지구단위계획구역","","","양천구 신정동 1031-1호 일대 ","신정네거리 지구단위계획구역 ","182150","","","166904.1","11000NTC202008040018"
"11000UTZ201805093536","11000PPL202302090002","서울특별시","변경","11000UTZ201805093534","11000UTZ201805093534","지구단위계획구역","","","금천구 시흥동 957 일대","시흥 박미사랑마을(2단계) 지구단위계획구역","97596.2","","","97596.2","11000NTC202308030001"
"11000UTZ202006180054","11000PPL201007085142","서울특별시","신설","","11000UTZ202006180054","특별계획구역","","","성북구 동소문동2가 3번지 일대","","0","1","875.5","875.5","11000NTC201007085142"
"11380UTZ202408050003","11380PPL202408050002","은평구","변경","11380UTZ202308080001","","지구단위계획구역","","","불광동 272-5번지  일대","불광지구단위계획구역","179203","2","1036","178167","11380NTC202408050002"
